iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
AND,Asia,Afghanistan,2020-09-13,95203,138,101.0,33.0,,3.286,2385.485,0.565,5.616,28.841,1.737,0.187,0.85,,,,,,,,,,,,,,,,,,,,,,,0.0,2877800,104.871,29.1,6.211,8.643,11803.431,0.5,278.364,10.08,,,,0.5,78.57,0.754
ALB,Asia,Algeria,2020-08-07,36532,378,171.429,996.0,13.0,3.0,318.299,0.18,0.308,161.582,0.114,0.218,0.8,,,,,,,,,,,,,,,,,,,,,,,71.3,43851043,104.871,38.0,6.211,1.337,1803.987,1.1,278.364,9.59,,30.4,,2.89,64.83,0.785
DZA,Asia,Afghanistan,2021-01-17,7967,60,130.857,83.0,0.0,8.429,68.573,23.238,2.776,30.62,0.347,0.218,1.04,,,,,,,,,,,,,,,,,,,,,,,72.22,2877800,104.871,18.6,13.188,3.857,13913.839,1.1,278.364,10.08,0.7,,37.746,1.9,64.83,0.785
AND,Asia,Albania,2020-12-01,45600,203,250.0,400.0,3.0,17.143,16589.756,5.395,4.115,18.494,3.127,0.194,,,,,,,,,,,,,,,,,,,,,,,,71.3,2877800,54.422,38.0,2.581,,11803.431,1.1,304.195,10.08,0.7,,,1.9,76.88,0.754
ALB,Asia,Afghanistan,2020-12-08,64627,168,555.571,2011.0,0.0,11.571,834.665,10.635,0.385,39.997,0.0,0.397,0.75,,,,,,,,,,,,,,,,,,,,,,,75.93,43851043,17.348,29.1,6.211,1.337,13913.839,1.1,304.195,9.59,,51.2,,0.5,78.57,0.754
ALB,Europe,Albania,2020-08-24,7499,63,17.143,1321.0,4.0,0.0,1057.307,3.991,6.9,38.866,0.026,0.099,1.25,,,,,,,,,,,,,,,,,,,,,,,65.74,2877800,17.348,38.0,6.211,1.337,13913.839,0.5,278.364,10.08,0.7,,,0.5,78.57,0.785
DZA,Asia,Andorra,2020-10-14,1532,0,205.286,515.0,4.0,1.429,1388.757,4.418,3.525,165.752,0.334,0.993,1.16,,,,,,,,,,,,,,,,,,,,,,,72.22,2877800,104.871,29.1,13.188,8.643,13913.839,0.5,597.029,6.73,7.1,,,1.9,64.83,0.785
ALB,Asia,Andorra,2020-02-24,21202,351,419.286,104.0,0.0,9.0,2821.252,1.39,36.288,31.721,,0.272,1.01,,,,,,,,,,,,,,,,,,,,,,,54.63,43851043,54.422,29.1,6.211,1.337,11803.431,0.5,278.364,9.59,29.0,,37.746,0.5,78.57,0.785
ALB,Europe,Andorra,2020-12-22,70,190,732.0,465.0,6.0,9.0,6.165,1.284,23.381,0.347,1.737,0.378,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043,54.422,38.0,2.581,8.643,1803.987,,278.364,10.08,7.1,,37.746,1.9,78.57,0.498
AFG,Asia,Afghanistan,2020-11-25,20315,2,57.571,33.0,1.0,9.571,882.545,43.088,55.35,11.815,0.695,0.073,0.96,,,,,,,,,,,,,,,,,,,,,,,50.93,38928341,54.422,29.1,6.211,1.337,13913.839,1.1,278.364,6.73,,30.4,37.746,2.89,64.83,0.785
AND,Europe,Albania,2020-07-25,51280,450,121.714,107.0,1.0,18.286,7.706,1.117,0.004,390.924,0.0,2.681,1.16,,,,,,,,,,,,,,,,,,,,,,,54.63,2877800,104.871,29.1,2.581,8.643,13913.839,,304.195,10.08,7.1,51.2,83.741,,76.88,0.785
DZA,Asia,Andorra,2020-03-04,53831,581,1.714,1217.0,9.0,0.286,942.758,8.34,,0.103,1.042,4.219,1.07,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341,104.871,38.0,13.188,8.643,1803.987,0.5,278.364,10.08,0.7,,,2.89,76.88,0.785
AFG,Europe,Andorra,2021-01-19,1122,460,733.857,425.0,0.0,16.857,195.288,0.642,5.669,86.872,0.205,0.274,1.23,,,,,,,,,,,,,,,,,,,,,,,78.7,43851043,104.871,29.1,6.211,8.643,11803.431,,597.029,9.59,7.1,,83.741,1.9,78.57,0.858
ALB,Europe,Albania,2020-09-18,36204,205,159.286,1856.0,7.0,4.0,1394.306,10.481,2.738,10.772,,0.347,1.47,,,,,,,,,,,,,,,,,,,,,,,54.63,2877800,54.422,18.6,2.581,8.643,11803.431,,304.195,10.08,,,83.741,0.5,64.83,0.498
ALB,Asia,Andorra,2020-12-28,445,68,1.571,1945.0,6.0,0.0,1995.437,110.501,47.01,14.719,,0.199,1.19,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341,17.348,38.0,13.188,3.857,13913.839,0.5,278.364,9.59,0.7,30.4,,1.9,76.88,0.498
ALB,Europe,Afghanistan,2020-06-29,26764,295,277.857,1698.0,3.0,8.286,1086.535,12.942,20.019,28.072,1.042,0.062,1.0,,,,,,,,,,,,,,,,,,,,,,,86.11,2877800,54.422,29.1,2.581,1.337,11803.431,0.5,304.195,10.08,7.1,51.2,37.746,1.9,76.88,0.754
ALB,Africa,Andorra,2020-12-21,97857,108,24.143,968.0,5.0,5.0,1116.644,3.545,11.615,255.403,0.077,0.0,1.04,,,,,,,,,,,,,,,,,,,,,,,65.74,38928341,17.348,38.0,13.188,8.643,11803.431,1.1,278.364,10.08,0.7,30.4,37.746,0.5,76.88,0.498
AND,Asia,Afghanistan,2020-08-28,67690,297,1026.143,,7.0,2.429,1240.609,0.0,4.158,40.656,,0.272,,,,,,,,,,,,,,,,,,,,,,,,65.74,2877800,17.348,18.6,,8.643,13913.839,0.5,304.195,10.08,7.1,51.2,83.741,0.5,78.57,0.754
AND,Africa,Albania,2020-10-22,562,12,604.857,2464.0,12.0,7.0,0.844,3.16,4.3,155.674,3.127,5.56,1.14,,,,,,,,,,,,,,,,,,,,,,,65.74,43851043,17.348,29.1,6.211,3.857,1803.987,,278.364,6.73,29.0,51.2,,2.89,64.83,0.785
AFG,Asia,Afghanistan,2020-08-22,1236,276,308.429,690.0,16.0,2.0,693.238,7.662,3.387,32.958,0.16,0.218,,,,,,,,,,,,,,,,,,,,,,,,76.85,38928341,54.422,18.6,6.211,3.857,11803.431,0.5,278.364,10.08,,,37.746,1.9,78.57,0.754
ALB,Asia,Andorra,2020-10-27,37542,0,89.0,1153.0,5.0,10.571,0.023,0.0,0.04,34.868,0.695,0.583,0.99,,,,,,,,,,,,,,,,,,,,,,,74.07,38928341,17.348,29.1,13.188,3.857,13913.839,1.1,278.364,10.08,7.1,51.2,83.741,1.9,76.88,0.498
DZA,Asia,Afghanistan,2020-07-16,26764,15,10.571,166.0,1.0,2.429,1171.383,16.679,19.486,35.064,0.283,0.228,0.99,,,,,,,,,,,,,,,,,,,,,,,12.04,43851043,104.871,38.0,2.581,3.857,13913.839,1.1,278.364,6.73,,,,0.5,76.88,0.498
ALB,Asia,Andorra,2020-12-11,277,4,201.429,1285.0,6.0,6.857,999.195,5.063,18.516,59.999,0.308,1.489,1.03,,,,,,,,,,,,,,,,,,,,,,,89.81,38928341,54.422,29.1,2.581,8.643,13913.839,,597.029,6.73,7.1,30.4,,1.9,76.88,0.498
ALB,Europe,Afghanistan,2020-03-21,17,157,16.714,1501.0,7.0,,2329.34,2.085,6.999,47.365,0.205,0.0,0.92,,,,,,,,,,,,,,,,,,,,,,,89.81,2877800,54.422,38.0,2.581,1.337,11803.431,0.5,278.364,6.73,7.1,51.2,37.746,2.89,64.83,0.785
DZA,Asia,Afghanistan,2020-08-31,44833,247,42.143,1666.0,14.0,8.0,965.62,41.699,237.036,373.202,5.56,0.173,1.04,,,,,,,,,,,,,,,,,,,,,,,54.63,38928341,104.871,29.1,6.211,3.857,11803.431,,304.195,9.59,7.1,,37.746,1.9,78.57,0.785
ALB,Asia,Afghanistan,2021-01-13,39044,37,60.286,26.0,10.0,8.429,795.23,40.309,12.67,26.134,0.695,2.184,1.24,,,,,,,,,,,,,,,,,,,,,,,12.04,38928341,104.871,29.1,6.211,8.643,,0.5,304.195,9.59,,,,1.9,78.57,0.754
AND,Asia,Andorra,2020-09-16,49413,70,217.143,266.0,12.0,2.571,581.149,0.867,13.363,15.336,1.737,0.384,1.11,,,,,,,,,,,,,,,,,,,,,,,8.33,2877800,54.422,18.6,,3.857,13913.839,1.1,597.029,10.08,7.1,51.2,37.746,2.89,78.57,0.754
ALB,Europe,Andorra,2020-12-25,39719,186,92.286,256.0,0.0,4.0,271.91,2.826,2.31,46.804,0.205,0.215,,,,,,,,,,,,,,,,,,,,,,,,12.04,43851043,54.422,18.6,13.188,3.857,11803.431,1.1,597.029,10.08,7.1,30.4,83.741,1.9,78.57,0.754
ALB,Asia,Albania,2020-12-04,41501,187,618.857,1672.0,0.0,6.286,23356.731,0.771,103.154,11.562,0.274,0.121,,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341,54.422,,6.211,1.337,11803.431,,278.364,10.08,,30.4,37.746,0.5,78.57,0.785
ALB,Asia,Algeria,2020-08-06,37750,656,184.286,1382.0,12.0,9.571,1374.037,43.088,3.475,7.655,0.114,0.248,1.44,,,,,,,,,,,,,,,,,,,,,,,76.85,2877800,54.422,29.1,2.581,8.643,1803.987,0.5,597.029,6.73,7.1,,,0.5,64.83,0.754
DZA,Asia,Afghanistan,2020-04-22,736,121,546.571,1919.0,9.0,2.571,234.088,19.497,3.437,2.312,0.319,0.0,1.25,,,,,,,,,,,,,,,,,,,,,,,62.96,2877800,17.348,38.0,6.211,1.337,1803.987,,304.195,10.08,,30.4,83.741,1.9,78.57,0.498
DZA,Europe,Afghanistan,2020-12-26,1385,1,589.857,968.0,8.0,3.286,243.962,11.817,4.069,6.833,0.182,0.55,,,,,,,,,,,,,,,,,,,,,,,,79.63,43851043,54.422,38.0,2.581,3.857,11803.431,0.5,278.364,6.73,7.1,,,1.9,76.88,0.785
ALB,Asia,Andorra,2020-12-11,5750,250,125.571,527.0,0.0,11.714,224.191,0.695,0.672,11.815,0.342,0.427,1.05,,,,,,,,,,,,,,,,,,,,,,,87.96,2877800,54.422,29.1,13.188,8.643,1803.987,1.1,278.364,9.59,7.1,30.4,37.746,0.5,78.57,0.754
AFG,Asia,Albania,2020-12-06,13965,249,0.571,,1.0,3.857,340.885,1.695,48.202,12.382,0.0,0.536,,,,,,,,,,,,,,,,,,,,,,,,62.96,38928341,17.348,29.1,13.188,1.337,1803.987,0.5,278.364,9.59,0.7,51.2,,,64.83,0.785
AFG,Asia,Albania,2020-12-02,55380,542,6.714,617.0,12.0,4.857,4151.783,63.243,44.28,36.965,0.137,1.39,1.12,,,,,,,,,,,,,,,,,,,,,,,21.3,43851043,104.871,38.0,2.581,,13913.839,,597.029,6.73,0.7,,37.746,1.9,64.83,0.754
AND,Asia,Andorra,2021-01-10,21462,156,249.286,912.0,9.0,7.429,0.617,41.699,195.636,14.891,0.182,0.417,1.05,,,,,,,,,,,,,,,,,,,,,,,30.56,43851043,54.422,38.0,6.211,8.643,1803.987,1.1,109.135,6.73,7.1,51.2,,1.9,64.83,0.785
AND,Asia,Afghanistan,2020-12-22,53105,121,12.0,4.0,0.0,2.143,999.195,43.436,7.226,4.573,0.334,0.378,,,,,,,,,,,,,,,,,,,,,,,,71.3,2877800,54.422,38.0,6.211,8.643,13913.839,,597.029,9.59,7.1,37.8,83.741,2.89,64.83,0.498
DZA,Asia,Afghanistan,2020-03-31,95659,72,16.143,115.0,1.0,9.286,942.784,15.279,49.989,25.632,0.319,0.182,0.81,,,,,,,,,,,,,,,,,,,,,,,75.93,38928341,17.348,38.0,2.581,3.857,11803.431,,278.364,9.59,,51.2,37.746,0.5,76.88,0.498
DZA,Africa,Albania,2020-11-22,32761,542,9.286,448.0,,14.571,693.238,13.637,30.132,193.551,0.296,0.179,0.84,,,,,,,,,,,,,,,,,,,,,,,62.96,2877800,17.348,29.1,6.211,8.643,13913.839,0.5,597.029,6.73,,,,0.5,78.57,0.498
AND,Africa,Andorra,2020-04-05,21904,25,50.429,26.0,1.0,0.0,1017.665,50.038,0.039,11.467,0.347,0.33,1.2,,,,,,,,,,,,,,,,,,,,,,,60.19,2877800,104.871,29.1,6.211,,13913.839,0.5,597.029,9.59,29.0,51.2,83.741,2.89,64.83,0.785
ALB,Asia,Albania,2020-08-19,34730,132,181.0,1438.0,,11.143,19051.706,1.978,1.251,58.927,,1.291,1.07,,,,,,,,,,,,,,,,,,,,,,,50.93,43851043,17.348,38.0,2.581,3.857,1803.987,,304.195,6.73,7.1,30.4,37.746,0.5,64.83,0.498
ALB,Asia,Afghanistan,2020-08-09,53584,605,20.714,965.0,8.0,5.857,1032.667,24.672,4.069,0.347,0.0,0.149,1.28,,,,,,,,,,,,,,,,,,,,,,,78.7,38928341,17.348,18.6,13.188,3.857,11803.431,,597.029,6.73,0.7,30.4,37.746,1.9,76.88,0.785
AND,Asia,Andorra,2020-04-21,64257,581,8.0,1608.0,0.0,8.0,1262.387,0.051,3.967,110.849,0.456,0.169,0.87,,,,,,,,,,,,,,,,,,,,,,,65.74,38928341,17.348,18.6,2.581,3.857,11803.431,,597.029,9.59,7.1,51.2,83.741,0.5,64.83,0.498
AND,Asia,Afghanistan,2020-07-13,83199,637,316.0,105.0,10.0,1.429,20718.257,40.656,3.872,32.975,0.051,1.291,1.06,,,,,,,,,,,,,,,,,,,,,,,75.0,2877800,104.871,38.0,2.581,8.643,1803.987,1.1,304.195,9.59,,,37.746,1.9,64.83,0.754
AND,Africa,Afghanistan,2020-05-13,98988,42,131.429,29.0,25.0,1.714,1274.675,4.31,1.556,60.47,1.042,0.173,,,,,,,,,,,,,,,,,,,,,,,,,2877800,54.422,29.1,2.581,3.857,11803.431,1.1,304.195,6.73,0.7,30.4,37.746,0.5,64.83,0.754
DZA,Asia,Algeria,2020-12-13,1076,86,794.857,1479.0,1.0,15.429,1246.573,1.695,15.897,33.78,0.719,0.308,0.98,,,,,,,,,,,,,,,,,,,,,,,71.3,38928341,54.422,29.1,13.188,1.337,13913.839,1.1,597.029,6.73,0.7,51.2,,1.9,76.88,0.498
ALB,Asia,Algeria,2020-12-17,14657,299,632.143,47.0,11.0,7.143,0.103,5.907,13.451,29.952,1.042,0.099,1.03,,,,,,,,,,,,,,,,,,,,,,,78.7,2877800,54.422,18.6,13.188,3.857,11803.431,,304.195,10.08,0.7,30.4,,0.5,78.57,0.858
DZA,Asia,Andorra,2020-02-25,72755,116,171.429,17.0,8.0,10.857,19.315,23.375,0.665,40.66,0.695,0.646,1.38,,,,,,,,,,,,,,,,,,,,,,,62.96,2877800,54.422,,2.581,3.857,13913.839,1.1,278.364,10.08,7.1,,,,64.83,0.785
AND,Europe,Andorra,2020-04-15,28837,438,468.714,429.0,20.0,6.0,10120.926,5.998,3.557,,1.042,0.132,1.17,,,,,,,,,,,,,,,,,,,,,,,74.07,43851043,17.348,38.0,6.211,3.857,1803.987,0.5,597.029,10.08,7.1,30.4,37.746,0.5,64.83,0.785
AND,Asia,Andorra,2020-07-31,6275,314,205.0,951.0,6.0,10.0,2362.794,203.628,2.394,34.731,0.539,,,,,,,,,,,,,,,,,,,,,,,,,12.04,38928341,54.422,18.6,13.188,1.337,,0.5,278.364,6.73,7.1,30.4,83.741,1.9,64.83,0.785
ALB,Asia,Albania,2020-11-28,38,409,0.429,,21.0,5.0,395.612,7.992,0.04,26.409,0.205,0.037,1.03,,,,,,,,,,,,,,,,,,,,,,,74.07,43851043,104.871,38.0,2.581,8.643,13913.839,1.1,304.195,9.59,7.1,,37.746,,76.88,0.785
AND,Asia,Albania,2020-09-06,53399,1,242.571,451.0,18.0,10.429,292.585,10.581,51.23,2.723,,5.312,1.07,,,,,,,,,,,,,,,,,,,,,,,89.81,43851043,17.348,38.0,6.211,3.857,1803.987,1.1,597.029,9.59,7.1,51.2,83.741,1.9,76.88,0.785
DZA,Asia,Andorra,2020-03-22,57332,40,35.0,1605.0,0.0,11.143,113.954,7.366,20.005,281.465,0.385,0.308,0.77,,,,,,,,,,,,,,,,,,,,,,,87.96,2877800,104.871,18.6,6.211,1.337,1803.987,0.5,597.029,10.08,0.7,30.4,,0.5,78.57,0.785
AFG,Asia,Albania,2020-12-19,80168,1025,,502.0,6.0,8.0,652.55,132.393,4.925,30.926,1.39,0.418,1.26,,,,,,,,,,,,,,,,,,,,,,,74.07,2877800,17.348,29.1,2.581,3.857,13913.839,,597.029,6.73,,30.4,,0.5,64.83,0.785
DZA,Asia,Afghanistan,2020-05-22,4637,467,19.857,2111.0,5.0,1.286,522.627,0.0,2.603,,0.251,0.05,0.82,,,,,,,,,,,,,,,,,,,,,,,72.22,2877800,54.422,38.0,2.581,8.643,1803.987,,304.195,9.59,0.7,30.4,,2.89,76.88,0.498
AFG,Asia,Albania,2020-08-04,37885,422,124.857,36.0,2.0,,1274.237,29.536,7.46,0.388,0.342,0.051,0.76,,,,,,,,,,,,,,,,,,,,,,,54.63,38928341,104.871,18.6,6.211,3.857,1803.987,1.1,304.195,9.59,,30.4,83.741,1.9,78.57,0.785
DZA,Asia,Andorra,2021-01-10,1532,0,0.143,193.0,9.0,5.286,1376.478,1.978,17.035,1.737,0.283,0.088,0.83,,,,,,,,,,,,,,,,,,,,,,,68.52,2877800,104.871,29.1,2.581,8.643,13913.839,,597.029,9.59,7.1,,37.746,1.9,64.83,0.498
ALB,Asia,Afghanistan,2020-04-11,1,117,134.0,384.0,20.0,1.286,87.752,3.127,4.209,0.385,0.182,0.374,,,,,,,,,,,,,,,,,,,,,,,,83.33,43851043,104.871,38.0,13.188,3.857,1803.987,0.5,278.364,10.08,7.1,30.4,,1.9,78.57,0.754
AND,Asia,Andorra,2020-08-28,50886,225,8.0,,3.0,2.714,0.023,11.815,14.385,1.028,0.342,0.248,1.23,,,,,,,,,,,,,,,,,,,,,,,12.04,43851043,17.348,38.0,6.211,3.857,13913.839,,278.364,6.73,7.1,,,2.89,76.88,0.785
AND,Africa,Afghanistan,2020-05-22,39186,186,174.571,454.0,4.0,0.0,971.904,6.043,238.277,9.73,1.39,1.787,0.99,,,,,,,,,,,,,,,,,,,,,,,78.7,2877800,54.422,29.1,6.211,1.337,13913.839,1.1,597.029,10.08,7.1,30.4,37.746,2.89,76.88,0.498
AND,Asia,Albania,2020-09-10,53584,151,722.429,878.0,6.0,0.0,2351.757,16.903,3.961,35.604,0.296,0.117,1.08,,,,,,,,,,,,,,,,,,,,,,,38.89,2877800,104.871,38.0,2.581,3.857,13913.839,1.1,278.364,10.08,,51.2,83.741,0.5,64.83,0.498
ALB,Africa,Albania,2020-03-31,841,85,86.714,348.0,,3.857,94.73,2.085,1.479,238.029,5.907,,0.77,,,,,,,,,,,,,,,,,,,,,,,12.04,43851043,104.871,38.0,13.188,8.643,13913.839,0.5,278.364,10.08,0.7,30.4,,1.9,78.57,0.754
AFG,Asia,Albania,2020-12-06,47306,168,12.286,,5.0,5.0,2300.356,0.642,5.907,79.922,2.085,5.312,1.45,,,,,,,,,,,,,,,,,,,,,,,72.22,2877800,104.871,38.0,2.581,3.857,13913.839,,304.195,9.59,0.7,,83.741,0.5,64.83,0.785
AND,Asia,Albania,2020-07-01,48527,24,38.143,1460.0,6.0,7.429,8065.189,290.152,4.17,8.369,1.737,0.993,1.39,,,,,,,,,,,,,,,,,,,,,,,75.93,43851043,17.348,38.0,2.581,3.857,11803.431,1.1,278.364,10.08,7.1,51.2,,1.9,64.83,0.498
DZA,Europe,Albania,2020-08-15,36820,299,144.286,,19.0,0.0,1105.493,305.442,2.763,0.103,0.182,0.05,0.81,,,,,,,,,,,,,,,,,,,,,,,75.0,38928341,104.871,29.1,2.581,8.643,13913.839,0.5,304.195,9.59,7.1,51.2,,0.5,78.57,0.754
ALB,Europe,Andorra,2020-12-01,58272,311,111.857,53.0,0.0,0.0,7748.975,0.0,2.411,56.283,,4.219,1.06,,,,,,,,,,,,,,,,,,,,,,,72.22,43851043,17.348,38.0,2.581,1.337,1803.987,,304.195,9.59,,51.2,83.741,2.89,76.88,0.785
ALB,Asia,Andorra,2020-07-13,38583,27,10.571,1501.0,3.0,8.286,1246.573,5.395,6.602,14.732,0.182,0.195,1.13,,,,,,,,,,,,,,,,,,,,,,,84.26,43851043,54.422,38.0,13.188,8.643,11803.431,1.1,597.029,9.59,7.1,51.2,83.741,1.9,64.83,0.498
ALB,Africa,Afghanistan,2020-07-20,7377,301,544.857,23.0,,15.143,1140.748,2.942,32.068,308.917,0.026,0.993,0.94,,,,,,,,,,,,,,,,,,,,,,,,2877800,17.348,29.1,13.188,3.857,11803.431,0.5,278.364,9.59,,,37.746,2.89,76.88,0.498
ALB,Asia,Albania,2020-05-30,48530,6,56.0,40.0,12.0,3.857,295.365,14.899,54.01,25.336,0.206,0.029,1.49,,,,,,,,,,,,,,,,,,,,,,,72.22,38928341,54.422,38.0,2.581,,11803.431,,597.029,6.73,7.1,30.4,,1.9,76.88,0.754
AND,Europe,Afghanistan,2020-04-22,13649,217,127.0,1453.0,7.0,10.143,1200.838,12.064,256.843,59.109,0.128,0.407,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043,104.871,29.1,2.581,1.337,1803.987,,597.029,9.59,0.7,51.2,83.741,2.89,78.57,0.785
AND,Asia,Afghanistan,2020-04-06,1,12,618.857,2696.0,4.0,3.429,652.55,8.438,0.205,3.945,0.182,0.208,1.06,,,,,,,,,,,,,,,,,,,,,,,72.22,43851043,104.871,38.0,2.581,1.337,,,278.364,9.59,0.7,,37.746,2.89,64.83,0.785
AND,Asia,Albania,2020-06-09,93507,545,167.571,4.0,0.0,10.0,1188.697,0.0,57.584,,0.437,0.147,0.82,,,,,,,,,,,,,,,,,,,,,,,27.78,43851043,17.348,29.1,13.188,1.337,11803.431,0.5,278.364,6.73,7.1,51.2,83.741,0.5,76.88,0.785
ALB,Asia,Albania,2020-06-20,42988,243,0.857,2025.0,1.0,5.143,2422.337,2.623,26.111,12.223,0.228,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,60.19,2877800,54.422,29.1,6.211,3.857,1803.987,,109.135,10.08,0.7,,83.741,2.89,78.57,0.785
AND,Asia,Andorra,2020-05-22,989,252,92.429,7.0,14.0,11.286,437.732,51.776,256.843,56.283,0.296,0.218,,,,,,,,,,,,,,,,,,,,,,,,71.3,2877800,54.422,29.1,2.581,8.643,13913.839,1.1,278.364,10.08,0.7,,83.741,2.89,78.57,0.498
ALB,Europe,Andorra,2020-07-21,49378,151,304.143,439.0,0.0,8.286,1977.832,2.349,2.234,15.347,0.16,,0.77,,,,,,,,,,,,,,,,,,,,,,,79.63,38928341,54.422,38.0,6.211,8.643,11803.431,0.5,278.364,10.08,7.1,,83.741,1.9,76.88,0.785
DZA,Asia,Albania,2020-11-04,1532,214,75.286,2716.0,13.0,8.571,74.367,0.695,2.352,,0.308,1.191,,,,,,,,,,,,,,,,,,,,,,,,62.96,43851043,54.422,29.1,6.211,8.643,13913.839,,304.195,10.08,,,83.741,0.5,76.88,0.498
AND,Asia,Afghanistan,2020-12-01,43683,267,257.571,58.0,12.0,2.571,1.095,3.763,52.123,35.655,,4.319,1.06,,,,,,,,,,,,,,,,,,,,,,,68.52,43851043,54.422,29.1,6.211,1.337,1803.987,1.1,304.195,6.73,,30.4,37.746,0.5,78.57,0.754
ALB,Asia,Afghanistan,2020-06-01,277,601,142.286,1134.0,2.0,0.0,15440.962,2.106,12.194,41.615,0.479,0.098,0.9,,,,,,,,,,,,,,,,,,,,,,,84.26,2877800,17.348,38.0,2.581,3.857,1803.987,1.1,304.195,10.08,0.7,30.4,37.746,2.89,64.83,0.754
ALB,Asia,Afghanistan,2020-05-02,30394,11,1.0,1460.0,10.0,0.0,9.327,7.167,4.668,4.829,0.077,0.286,0.92,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341,17.348,38.0,6.211,8.643,11803.431,1.1,278.364,9.59,0.7,51.2,37.746,2.89,64.83,0.785
AND,Asia,Algeria,2020-07-23,16501,179,246.286,2024.0,18.0,9.286,2190.803,5.56,4.284,40.797,0.077,0.128,1.29,,,,,,,,,,,,,,,,,,,,,,,54.63,2877800,54.422,18.6,2.581,3.857,13913.839,1.1,597.029,10.08,0.7,51.2,,2.89,64.83,0.498
ALB,Asia,Andorra,2020-10-13,17348,144,973.857,25.0,0.0,5.286,295.365,1.593,2.763,1.105,0.137,0.345,1.0,,,,,,,,,,,,,,,,,,,,,,,84.26,38928341,104.871,38.0,6.211,1.337,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,0.5,76.88,0.498
ALB,Asia,Albania,2020-03-08,4466,151,586.143,34.0,6.0,12.143,18874.487,52.818,0.205,46.704,0.251,4.865,2.11,,,,,,,,,,,,,,,,,,,,,,,9.26,43851043,17.348,18.6,6.211,8.643,13913.839,0.5,597.029,9.59,7.1,,37.746,2.89,64.83,0.498
AND,Europe,Albania,2020-09-24,34944,125,73.429,,19.0,15.286,927.39,104.941,0.912,37.181,,0.15,1.17,,,,,,,,,,,,,,,,,,,,,,,68.52,43851043,104.871,18.6,13.188,3.857,13913.839,,304.195,6.73,,30.4,83.741,2.89,78.57,0.785
AFG,Asia,Afghanistan,2020-11-26,20216,1133,170.571,26.0,4.0,7.857,87.16,3.127,10.601,12.953,0.274,0.154,1.38,,,,,,,,,,,,,,,,,,,,,,,65.74,43851043,17.348,29.1,6.211,1.337,1803.987,0.5,597.029,10.08,0.7,,,1.9,64.83,0.754
ALB,Africa,Algeria,2020-07-17,7654,262,145.0,1544.0,10.0,13.429,12.942,0.694,2.492,9.852,0.695,1.489,0.85,,,,,,,,,,,,,,,,,,,,,,,84.26,43851043,17.348,18.6,2.581,1.337,1803.987,,278.364,6.73,0.7,,37.746,2.89,78.57,0.498
ALB,Asia,Afghanistan,2020-03-27,15,262,,1117.0,5.0,5.143,1008.366,0.0,4.826,42.154,0.0,0.066,1.6,,,,,,,,,,,,,,,,,,,,,,,21.3,38928341,17.348,18.6,6.211,1.337,11803.431,,278.364,9.59,,51.2,37.746,0.5,64.83,0.754
ALB,Asia,Albania,2020-08-01,104,201,16.714,2722.0,3.0,13.143,1128.33,1.284,6.999,63.146,0.114,0.099,0.85,,,,,,,,,,,,,,,,,,,,,,,72.22,2877800,17.348,38.0,6.211,8.643,11803.431,1.1,304.195,9.59,,,83.741,0.5,64.83,0.754
DZA,Europe,Albania,2020-11-17,40200,642,184.286,,15.0,1.714,421.155,201.89,2.492,13.5,0.0,0.0,1.08,,,,,,,,,,,,,,,,,,,,,,,75.93,2877800,104.871,18.6,6.211,1.337,13913.839,,597.029,10.08,0.7,51.2,83.741,1.9,64.83,0.785
ALB,Asia,Andorra,2020-06-21,35605,40,5.429,605.0,16.0,9.286,20653.972,20.114,3.026,3.822,0.0,0.186,1.3,,,,,,,,,,,,,,,,,,,,,,,74.07,2877800,104.871,29.1,2.581,1.337,13913.839,,597.029,10.08,,51.2,,2.89,76.88,0.754
