date2,annee,semepi,zone_sante,report_viv,report_dc,nlle_viv,nlle_dc,investig_viv,investig_dc,valid_viv,valid_dc,preleves,swab,admis,obs,nouvelle_totale,total_alerte,total_investigues,valid_tot,prel-tot,province
2020-08-28,2020,26,Ouham-Pendé,18.0,0.0,49,0.0,85.0,0.0,3.0,0.0,1.0,,0.0,cte,27.0,7.0,28.0,18.0,5,Lobaye
2020-09-08,2020,36,Bambari,0.0,0.0,20,0.0,12.0,,8.0,0.0,2.0,,5.0,"2cte, 2com",12.0,21.0,48.0,12.0,2,Ouaka
2020-09-03,2020,35,Ombella-M'Poko,3.0,0.0,37,4.0,25.0,0.0,9.0,0.0,6.0,,,données non désagrégés par zs ni par viv vs décès,179.0,71.0,66.0,5.0,0,Ouaka
2020-07-24,2020,31,Yaloke,0.0,0.0,79,0.0,11.0,0.0,78.0,0.0,0.0,,8.0,"1cte, 2cm",55.0,104.0,28.0,1.0,14,Lobaye
2020-07-24,2020,38,Damara,0.0,0.0,76,0.0,53.0,1.0,8.0,1.0,13.0,,0.0,np,60.0,158.0,34.0,18.0,1,Lobaye
2020-08-28,2020,35,Ouham-Pendé,0.0,0.0,45,,53.0,,17.0,4.0,5.0,1.0,,"1cte, 2cm",54.0,37.0,39.0,2.0,1,Ouaka
2020-06-13,2020,39,Bambio,1.0,0.0,45,0.0,8.0,0.0,0.0,0.0,,0.0,,cte,24.0,119.0,29.0,13.0,0,Lobaye
2020-07-26,2020,33,Bambio,5.0,0.0,11,1.0,76.0,1.0,9.0,1.0,1.0,,4.0,"2cte, 2com",65.0,12.0,19.0,13.0,4,Ouaka
2020-07-26,2020,31,Ouham-Pendé,0.0,0.0,16,3.0,12.0,3.0,15.0,1.0,3.0,,0.0,données non désagrégés par zs,10.0,6.0,87.0,2.0,6,Lobaye
2020-06-09,2020,25,Bambari,0.0,0.0,105,0.0,39.0,2.0,0.0,0.0,5.0,,0.0,"1cte, 2cm",117.0,56.0,70.0,9.0,8,Lobaye
2020-09-25,2020,29,Vakaga,0.0,0.0,146,0.0,84.0,1.0,10.0,0.0,2.0,,5.0,np,117.0,38.0,11.0,9.0,11,Lobaye
2020-06-03,2020,39,Yaloke,0.0,0.0,77,0.0,34.0,0.0,0.0,0.0,11.0,,0.0,données non désagrégés par zs ni par viv vs décès,81.0,179.0,32.0,13.0,0,Ouaka
2020-08-30,2020,37,Damara,0.0,0.0,88,0.0,13.0,0.0,2.0,0.0,18.0,,0.0,"2cte, 2com",35.0,67.0,60.0,33.0,11,Lobaye
2020-09-06,2020,33,Bambari,0.0,0.0,10,1.0,473.0,0.0,7.0,0.0,1.0,,0.0,admis nd,65.0,5.0,9.0,3.0,0,Ouaka
2020-07-15,2020,35,Bambio,0.0,0.0,70,1.0,80.0,,19.0,1.0,29.0,,0.0,données non désagrégés par zs ni par viv vs décès,96.0,25.0,90.0,0.0,0,Lobaye
2020-08-25,2020,26,Ombella-M'Poko,0.0,0.0,16,1.0,68.0,1.0,2.0,0.0,35.0,,4.0,"2cte, 2com",4.0,32.0,28.0,6.0,5,Ouaka
2020-08-23,2020,25,Ombella-M'Poko,0.0,0.0,73,0.0,45.0,0.0,51.0,0.0,2.0,,5.0,admis nd,78.0,1.0,105.0,41.0,0,Lobaye
2020-09-27,2020,36,Bambio,0.0,0.0,148,4.0,71.0,3.0,55.0,1.0,3.0,,,données non désagrégés par zs ni par viv vs décès,53.0,12.0,28.0,7.0,1,Lobaye
2020-07-21,2020,34,Ouham-Pendé,0.0,0.0,46,,7.0,1.0,41.0,1.0,4.0,,0.0,hgr,48.0,113.0,92.0,23.0,2,Lobaye
2020-08-23,2020,37,Damara,16.0,0.0,63,1.0,84.0,2.0,2.0,1.0,,,2.0,hgr,54.0,131.0,7.0,10.0,0,Ouaka
2020-09-16,2020,26,Ouham-Pendé,12.0,0.0,61,1.0,109.0,1.0,10.0,0.0,1.0,,0.0,cte,10.0,72.0,45.0,12.0,1,Lobaye
2020-09-23,2020,33,Damara,0.0,0.0,67,0.0,0.0,0.0,1.0,0.0,4.0,,0.0,hgr,104.0,12.0,76.0,4.0,6,Lobaye
2020-07-10,2020,29,Ouham-Pendé,0.0,,39,1.0,20.0,0.0,13.0,0.0,2.0,,4.0,"1cte, 2cm",41.0,43.0,12.0,60.0,9,Lobaye
2020-06-09,2020,37,Yaloke,17.0,0.0,77,4.0,1.0,,14.0,0.0,0.0,,1.0,,123.0,70.0,140.0,8.0,0,Ouaka
2020-08-16,2020,35,Bossembélé,0.0,0.0,57,1.0,107.0,2.0,2.0,0.0,0.0,,0.0,données non désagrégés par zs ni par viv vs décès,44.0,112.0,87.0,4.0,1,Ouaka
2020-06-18,2020,29,Ouham,24.0,0.0,4,3.0,3.0,0.0,35.0,0.0,0.0,,,"2cte, 2com",87.0,25.0,40.0,54.0,1,Lobaye
2020-06-09,2020,26,Yaloke,0.0,0.0,11,2.0,1.0,1.0,10.0,1.0,27.0,,2.0,admis nd,31.0,20.0,34.0,5.0,10,Ouaka
2020-08-30,2020,30,Ombella-M'Poko,0.0,0.0,0,0.0,95.0,0.0,20.0,7.0,9.0,,0.0,admis nd,98.0,34.0,61.0,16.0,0,Lobaye
2020-07-04,2020,31,Ombella-M'Poko,0.0,3.0,113,2.0,28.0,7.0,19.0,0.0,8.0,,0.0,cte,95.0,11.0,49.0,21.0,0,Ouaka
2020-09-23,2020,37,Damara,0.0,0.0,101,4.0,7.0,0.0,16.0,0.0,19.0,,0.0,np,32.0,69.0,83.0,2.0,9,Lobaye
2020-09-26,2020,37,Bambio,4.0,0.0,76,0.0,60.0,0.0,16.0,1.0,2.0,,0.0,admis nd,10.0,22.0,76.0,30.0,6,Lobaye
2020-09-14,2020,28,Yaloke,0.0,1.0,84,0.0,344.0,1.0,2.0,1.0,25.0,,0.0,admis nd,133.0,106.0,45.0,4.0,1,Ouaka
2020-06-08,2020,35,Ombella-M'Poko,0.0,0.0,51,0.0,57.0,1.0,23.0,0.0,2.0,,0.0,données non désagrégés par zs,131.0,25.0,18.0,2.0,3,Ouaka
2020-06-02,2020,32,Ouaka,3.0,,121,0.0,73.0,1.0,19.0,0.0,21.0,,0.0,données non désagrégés par zs ni par viv vs décès,32.0,69.0,28.0,1.0,21,Ouaka
2020-06-24,2020,38,Bangui,0.0,0.0,131,0.0,84.0,0.0,17.0,0.0,7.0,,0.0,admis nd,54.0,6.0,30.0,20.0,3,Ouaka
2020-06-14,2020,33,Ouaka,0.0,0.0,14,0.0,41.0,0.0,48.0,0.0,0.0,,7.0,hgr,104.0,49.0,17.0,44.0,11,Lobaye
2020-09-26,2020,28,Ouaka,0.0,0.0,10,0.0,17.0,0.0,2.0,2.0,1.0,,5.0,cte,28.0,75.0,45.0,34.0,5,Ouaka
2020-08-10,2020,25,Bossembélé,0.0,1.0,95,0.0,28.0,0.0,6.0,0.0,1.0,,4.0,"1cte, 2cm",77.0,60.0,32.0,37.0,13,Ouaka
2020-06-28,2020,29,Bambio,0.0,0.0,106,0.0,35.0,0.0,9.0,1.0,5.0,,0.0,"2cte, 2com",92.0,15.0,0.0,16.0,2,Ouaka
2020-06-02,2020,34,Bossembélé,43.0,0.0,3,1.0,0.0,7.0,8.0,0.0,31.0,,,"1cte, 2cm",70.0,108.0,125.0,0.0,0,Ouaka
2020-06-23,2020,30,Ouham-Pendé,5.0,0.0,179,1.0,262.0,0.0,5.0,2.0,16.0,1.0,1.0,"1cte, 2cm",63.0,133.0,71.0,41.0,4,Lobaye
2020-08-18,2020,35,Bambio,,0.0,130,2.0,61.0,1.0,7.0,0.0,3.0,,0.0,"1cte, 2cm",22.0,70.0,59.0,19.0,17,Ouaka
2020-08-28,2020,29,Damara,43.0,0.0,0,0.0,99.0,0.0,19.0,2.0,1.0,,0.0,admis nd,68.0,72.0,20.0,3.0,3,Lobaye
2020-06-25,2020,36,Bambari,0.0,0.0,203,0.0,0.0,0.0,35.0,0.0,1.0,,0.0,cte,0.0,22.0,168.0,25.0,13,Lobaye
2020-09-09,2020,35,Ombella-M'Poko,5.0,0.0,93,0.0,107.0,0.0,1.0,4.0,8.0,,0.0,"2cte, 2com",32.0,54.0,74.0,18.0,1,Lobaye
2020-07-24,2020,29,Ombella-M'Poko,4.0,0.0,14,3.0,80.0,0.0,7.0,0.0,6.0,,2.0,"1cte, 2cm",71.0,72.0,11.0,24.0,7,Ouaka
2020-08-15,2020,28,Ouham-Pendé,9.0,0.0,48,0.0,3.0,0.0,22.0,1.0,4.0,,0.0,,14.0,55.0,37.0,18.0,0,Ouaka
2020-08-25,2020,37,Boguila,1.0,0.0,22,1.0,60.0,3.0,0.0,0.0,0.0,,10.0,données non désagrégés par zs,32.0,43.0,2.0,38.0,3,Lobaye
2020-07-14,2020,37,Bambio,4.0,0.0,38,1.0,44.0,1.0,7.0,0.0,0.0,,5.0,admis nd,84.0,133.0,106.0,9.0,6,Lobaye
2020-08-17,2020,32,Yaloke,33.0,0.0,1,0.0,126.0,0.0,30.0,0.0,3.0,0.0,5.0,"1cte, 2cm",131.0,31.0,90.0,5.0,6,Lobaye
2020-08-04,2020,29,Bambio,0.0,0.0,14,1.0,15.0,,9.0,0.0,11.0,,,,86.0,45.0,28.0,1.0,2,Lobaye
2020-07-17,2020,37,Bambio,0.0,0.0,16,0.0,115.0,1.0,4.0,2.0,3.0,,0.0,hgr wangata,54.0,41.0,82.0,41.0,11,Ouaka
2020-07-12,2020,40,Damara,0.0,0.0,112,1.0,109.0,1.0,105.0,1.0,3.0,,,données non désagrégés par zs,94.0,121.0,153.0,2.0,5,Ouaka
2020-06-27,2020,35,Bambio,0.0,0.0,127,1.0,52.0,0.0,19.0,1.0,6.0,,0.0,"2cte, 2com",5.0,3.0,74.0,1.0,3,Ouaka
2020-07-10,2020,25,Ouham,0.0,0.0,73,5.0,2.0,1.0,53.0,1.0,1.0,,2.0,"1cte, 2cm",82.0,140.0,106.0,51.0,0,Lobaye
2020-07-07,2020,29,Yaloke,0.0,0.0,82,1.0,4.0,,7.0,2.0,5.0,,0.0,"2cte, 2com",114.0,66.0,63.0,37.0,2,Ouaka
2020-06-14,2020,38,Damara,4.0,0.0,4,0.0,36.0,1.0,33.0,1.0,11.0,0.0,1.0,"1cte, 2cm",106.0,106.0,72.0,2.0,13,Lobaye
2020-06-17,2020,25,Bossembélé,0.0,0.0,12,0.0,73.0,0.0,3.0,0.0,2.0,,3.0,données non désagrégés par zs ni par viv vs décès,42.0,109.0,18.0,28.0,0,Ouaka
2020-09-07,2020,34,Bambio,4.0,0.0,50,4.0,77.0,0.0,33.0,4.0,6.0,,0.0,cte,9.0,71.0,80.0,1.0,3,Lobaye
2020-08-29,2020,31,Ouham,0.0,0.0,12,0.0,62.0,0.0,3.0,0.0,0.0,,,cte,115.0,540.0,40.0,25.0,3,Lobaye
2020-09-28,2020,31,Bambari,0.0,0.0,71,3.0,58.0,1.0,31.0,0.0,18.0,,3.0,"2cte, 2com",19.0,4.0,57.0,22.0,1,Lobaye
2020-09-05,2020,30,Bossembélé,10.0,,23,0.0,34.0,2.0,0.0,0.0,2.0,0.0,2.0,np,121.0,6.0,64.0,27.0,40,Ouaka
2020-06-26,2020,36,Bambari,0.0,0.0,183,1.0,27.0,0.0,9.0,0.0,9.0,,0.0,"1cte, 2cm",73.0,15.0,116.0,108.0,9,Ouaka
2020-06-02,2020,38,Bambio,0.0,0.0,27,0.0,45.0,0.0,27.0,1.0,5.0,,,données non désagrégés par zs ni par viv vs décès,1.0,104.0,62.0,18.0,7,Lobaye
2020-06-20,2020,38,Yaloke,0.0,,84,0.0,106.0,0.0,3.0,0.0,5.0,,0.0,données non désagrégés par zs,37.0,117.0,9.0,0.0,2,Lobaye
2020-09-01,2020,29,Ombella-M'Poko,43.0,0.0,30,0.0,68.0,0.0,8.0,0.0,1.0,1.0,,hgr wangata,49.0,42.0,3.0,4.0,6,Ouaka
2020-07-14,2020,33,Damara,0.0,0.0,39,0.0,33.0,0.0,35.0,0.0,11.0,,,"2cte, 2com",15.0,127.0,138.0,10.0,0,Lobaye
2020-09-13,2020,31,Bambari,0.0,0.0,3,,114.0,2.0,113.0,0.0,7.0,0.0,0.0,hgr,61.0,17.0,0.0,0.0,13,Ouaka
2020-07-28,2020,35,Ouham-Pendé,0.0,0.0,83,0.0,0.0,0.0,21.0,1.0,0.0,,0.0,données non désagrégés par zs ni par viv vs décès,55.0,18.0,7.0,16.0,12,Lobaye
2020-09-07,2020,29,Damara,0.0,0.0,14,0.0,9.0,0.0,6.0,0.0,4.0,,0.0,"1cte, 2cm",7.0,2.0,75.0,4.0,18,Lobaye
2020-07-06,2020,38,Damara,0.0,0.0,125,1.0,41.0,1.0,6.0,1.0,5.0,,6.0,,85.0,190.0,145.0,29.0,10,Ouaka
2020-09-26,2020,38,Vakaga,0.0,0.0,42,0.0,45.0,1.0,2.0,2.0,14.0,,3.0,,108.0,82.0,39.0,26.0,5,Lobaye
2020-09-28,2020,32,Bambio,0.0,0.0,115,,105.0,1.0,0.0,1.0,19.0,1.0,0.0,cte,36.0,92.0,6.0,12.0,2,Lobaye
2020-06-23,2020,29,Bambari,6.0,0.0,42,0.0,45.0,2.0,,1.0,1.0,,2.0,cte,2.0,57.0,2.0,8.0,11,Lobaye
2020-06-08,2020,31,Ouaka,21.0,0.0,85,1.0,93.0,5.0,16.0,0.0,4.0,0.0,4.0,"1cte, 2cm",1.0,11.0,77.0,41.0,5,Ouaka
2020-09-28,2020,33,Ombella-M'Poko,0.0,0.0,79,1.0,20.0,0.0,12.0,2.0,3.0,,0.0,cte,120.0,124.0,0.0,15.0,4,Lobaye
2020-07-28,2020,38,Bangui,10.0,0.0,66,0.0,77.0,0.0,14.0,0.0,0.0,,0.0,données non désagrégés par zs,73.0,54.0,57.0,18.0,14,Ouaka
2020-06-19,2020,31,Bambari,0.0,0.0,6,3.0,111.0,0.0,8.0,0.0,40.0,,4.0,données non désagrégés par zs,82.0,18.0,2.0,7.0,3,Ouaka
2020-08-09,2020,26,Ouaka,1.0,0.0,38,1.0,139.0,1.0,6.0,2.0,2.0,,2.0,données non désagrégés par zs ni par viv vs décès,52.0,2.0,46.0,8.0,3,Ouaka
2020-08-15,2020,26,Bambio,22.0,0.0,150,0.0,141.0,3.0,1.0,0.0,3.0,,0.0,hgr,61.0,32.0,130.0,1.0,5,Ouaka
2020-09-26,2020,26,Bambari,0.0,0.0,0,,7.0,1.0,0.0,0.0,0.0,,,cte,29.0,51.0,19.0,,0,Ouaka
2020-09-08,2020,38,Vakaga,23.0,0.0,4,,7.0,1.0,2.0,0.0,21.0,,6.0,données non désagrégés par zs,37.0,105.0,74.0,3.0,0,Lobaye
2020-07-16,2020,27,Bambio,4.0,0.0,45,,32.0,1.0,2.0,0.0,7.0,,,cte,36.0,45.0,198.0,2.0,0,Ouaka
2020-09-28,2020,27,Damara,0.0,0.0,6,0.0,49.0,3.0,3.0,0.0,5.0,,6.0,admis nd,57.0,72.0,25.0,1.0,4,Lobaye
2020-08-23,2020,27,Ouaka,0.0,0.0,8,0.0,28.0,0.0,18.0,0.0,2.0,1.0,0.0,données non désagrégés par zs ni par viv vs décès,117.0,23.0,14.0,44.0,11,Ouaka
2020-06-11,2020,38,Ouaka,4.0,0.0,43,2.0,57.0,0.0,5.0,0.0,1.0,,,données non désagrégés par zs ni par viv vs décès,43.0,78.0,46.0,29.0,0,Ouaka
2020-07-31,2020,29,Damara,0.0,0.0,42,1.0,2.0,1.0,8.0,0.0,0.0,,3.0,cte,,69.0,22.0,15.0,2,Ouaka
2020-06-18,2020,35,Bambio,50.0,0.0,74,1.0,161.0,2.0,7.0,1.0,7.0,,,admis nd,77.0,26.0,114.0,14.0,4,Lobaye
2020-09-01,2020,34,Bambari,0.0,0.0,3,0.0,118.0,1.0,16.0,0.0,5.0,1.0,0.0,"1cte, 2cm",32.0,61.0,126.0,0.0,3,Ouaka
2020-08-13,2020,32,Ouham-Pendé,44.0,,44,2.0,136.0,0.0,5.0,0.0,20.0,0.0,0.0,"1cte, 2cm",39.0,67.0,41.0,17.0,7,Ouaka
2020-07-28,2020,28,Damara,13.0,0.0,6,0.0,35.0,0.0,6.0,1.0,8.0,,0.0,"1cte, 2cm",1.0,10.0,68.0,7.0,8,Ouaka
2020-08-07,2020,38,Ouham-Pendé,0.0,0.0,125,0.0,3.0,,10.0,1.0,1.0,,4.0,cte,204.0,61.0,56.0,2.0,3,Lobaye
2020-07-28,2020,35,Bossembélé,1.0,,53,0.0,95.0,1.0,42.0,0.0,14.0,,0.0,données non désagrégés par zs ni par viv vs décès,61.0,226.0,55.0,3.0,4,Ouaka
2020-08-25,2020,35,Damara,0.0,0.0,87,,44.0,0.0,1.0,0.0,,,0.0,cte,56.0,6.0,106.0,3.0,11,Lobaye
2020-09-01,2020,25,Ouaka,0.0,3.0,114,3.0,70.0,0.0,0.0,0.0,1.0,,15.0,données non désagrégés par zs ni par viv vs décès,34.0,1.0,27.0,4.0,6,Ouaka
2020-09-22,2020,40,Ouaka,0.0,0.0,74,0.0,111.0,1.0,11.0,4.0,0.0,,3.0,hgr,29.0,12.0,92.0,2.0,6,Lobaye
2020-06-14,2020,32,Ombella-M'Poko,0.0,,82,1.0,31.0,0.0,7.0,2.0,2.0,,2.0,données non désagrégés par zs,55.0,48.0,4.0,11.0,7,Lobaye
2020-09-19,2020,39,Bangui,9.0,0.0,0,1.0,212.0,0.0,20.0,0.0,4.0,,,admis nd,72.0,6.0,9.0,1.0,1,Lobaye
2020-09-26,2020,27,Ombella-M'Poko,0.0,0.0,57,1.0,11.0,2.0,6.0,0.0,16.0,,5.0,hgr,86.0,73.0,44.0,62.0,4,Ouaka
2020-07-07,2020,38,Bambio,0.0,0.0,85,0.0,106.0,0.0,0.0,0.0,0.0,,,np,85.0,113.0,33.0,12.0,0,Lobaye
2020-08-31,2020,23,Ouaka,0.0,0.0,3,1.0,122.0,,1.0,0.0,3.0,,,np,186.0,109.0,73.0,19.0,0,Lobaye
2020-06-01,2020,35,Ouham-Pendé,482.0,0.0,34,3.0,31.0,4.0,27.0,0.0,6.0,,2.0,"2cte, 2com",215.0,47.0,49.0,41.0,1,Ouaka
2020-08-21,2020,38,Ouaka,0.0,0.0,0,3.0,12.0,0.0,2.0,2.0,14.0,,0.0,np,24.0,49.0,75.0,13.0,0,Lobaye
2020-08-02,2020,40,Ouham,0.0,0.0,25,0.0,39.0,0.0,5.0,0.0,,,0.0,données non désagrégés par zs ni par viv vs décès,115.0,115.0,137.0,6.0,4,Lobaye
2020-09-08,2020,35,Bambio,0.0,0.0,71,0.0,4.0,1.0,9.0,3.0,6.0,,,"2cte, 2com",60.0,69.0,20.0,8.0,30,Ouaka
2020-07-19,2020,27,Damara,0.0,0.0,0,1.0,10.0,1.0,4.0,3.0,18.0,0.0,0.0,"2cte, 2com",183.0,24.0,0.0,2.0,28,Lobaye
2020-06-06,2020,25,Bambari,19.0,0.0,59,0.0,9.0,1.0,4.0,1.0,3.0,,4.0,admis nd,140.0,64.0,7.0,6.0,0,Ouaka
2020-09-22,2020,28,Bambio,0.0,0.0,26,0.0,114.0,1.0,3.0,0.0,11.0,2.0,4.0,données non désagrégés par zs,45.0,71.0,104.0,22.0,2,Lobaye
2020-06-05,2020,39,Vakaga,11.0,0.0,0,,30.0,0.0,16.0,0.0,5.0,,1.0,,10.0,42.0,113.0,6.0,0,Lobaye
2020-06-26,2020,39,Bambari,0.0,0.0,16,,71.0,0.0,12.0,0.0,7.0,,,hgr,26.0,106.0,104.0,113.0,4,Ouaka
2020-09-19,2020,27,Bambari,0.0,0.0,2,0.0,34.0,0.0,2.0,7.0,26.0,,,données non désagrégés par zs ni par viv vs décès,34.0,39.0,46.0,113.0,17,Lobaye
2020-06-01,2020,32,Yaloke,2.0,0.0,74,2.0,22.0,0.0,20.0,0.0,2.0,,0.0,admis nd,11.0,265.0,157.0,63.0,0,Lobaye
2020-08-22,2020,32,Bambari,0.0,0.0,129,0.0,131.0,4.0,1.0,0.0,0.0,,21.0,hgr,11.0,23.0,15.0,54.0,6,Ouaka
2020-07-20,2020,37,Ombella-M'Poko,2.0,0.0,91,2.0,117.0,1.0,0.0,0.0,1.0,,7.0,données non désagrégés par zs ni par viv vs décès,37.0,2.0,155.0,2.0,0,Lobaye
2020-07-26,2020,26,Bossembélé,0.0,0.0,16,1.0,202.0,0.0,39.0,0.0,0.0,,0.0,cte,24.0,74.0,22.0,10.0,3,Ouaka
2020-08-09,2020,28,Bambari,0.0,0.0,33,2.0,77.0,0.0,2.0,1.0,3.0,,1.0,"2cte, 2com",81.0,76.0,41.0,54.0,0,Lobaye
2020-07-19,2020,35,Ouham,1.0,0.0,1,2.0,33.0,0.0,12.0,0.0,4.0,,0.0,np,3.0,93.0,4.0,0.0,18,Ouaka
2020-06-06,2020,38,Bossembélé,0.0,,173,0.0,56.0,2.0,19.0,0.0,27.0,0.0,2.0,"1cte, 2cm",27.0,82.0,131.0,12.0,21,Lobaye
2020-08-04,2020,36,Bangui,31.0,0.0,37,2.0,126.0,4.0,0.0,1.0,1.0,,,hgr,7.0,1.0,214.0,7.0,0,Lobaye
2020-08-10,2020,26,Damara,1.0,0.0,1,2.0,110.0,0.0,21.0,,1.0,0.0,1.0,"2cte, 2com",74.0,31.0,0.0,11.0,13,Lobaye
2020-06-09,2020,32,Bambari,4.0,0.0,57,2.0,139.0,0.0,15.0,0.0,5.0,,0.0,données non désagrégés par zs ni par viv vs décès,83.0,232.0,48.0,3.0,1,Ouaka
2020-06-01,2020,26,Bambio,5.0,0.0,24,3.0,39.0,1.0,9.0,3.0,3.0,,0.0,"2cte, 2com",47.0,54.0,40.0,0.0,4,Lobaye
2020-09-13,2020,26,Ombella-M'Poko,0.0,0.0,43,0.0,9.0,0.0,2.0,1.0,7.0,,0.0,admis nd,141.0,76.0,167.0,10.0,1,Ouaka
2020-08-14,2020,39,Ombella-M'Poko,0.0,0.0,79,,6.0,0.0,40.0,0.0,10.0,,0.0,cte,96.0,170.0,1.0,4.0,0,Ouaka
2020-06-18,2020,33,Bambari,52.0,0.0,4,0.0,39.0,3.0,5.0,0.0,0.0,0.0,0.0,données non désagrégés par zs ni par viv vs décès,37.0,154.0,46.0,43.0,0,Ouaka
2020-06-19,2020,30,Ouaka,0.0,0.0,19,,99.0,0.0,8.0,0.0,,0.0,0.0,"1cte, 2cm",3.0,169.0,86.0,51.0,0,Lobaye
2020-07-24,2020,39,Yaloke,0.0,0.0,212,1.0,39.0,0.0,9.0,0.0,1.0,,0.0,"1cte, 2cm",40.0,25.0,0.0,2.0,2,Ouaka
2020-07-17,2020,37,Bambio,0.0,0.0,14,0.0,57.0,0.0,12.0,0.0,0.0,,0.0,données non désagrégés par zs ni par viv vs décès,77.0,195.0,105.0,0.0,0,Lobaye
2020-06-23,2020,37,Bambio,49.0,0.0,54,1.0,27.0,0.0,4.0,0.0,0.0,,0.0,admis nd,6.0,105.0,1.0,10.0,0,Lobaye
2020-08-18,2020,31,Bambari,0.0,0.0,43,0.0,44.0,,16.0,0.0,1.0,,2.0,"2cte, 2com",41.0,112.0,27.0,21.0,14,Ouaka
2020-08-10,2020,29,Ombella-M'Poko,0.0,0.0,72,1.0,111.0,0.0,13.0,0.0,2.0,,0.0,admis nd,34.0,424.0,41.0,46.0,16,Lobaye
2020-08-18,2020,35,Bambio,0.0,0.0,111,0.0,40.0,0.0,37.0,0.0,2.0,,0.0,"1cte, 2cm",80.0,90.0,10.0,2.0,33,Lobaye
2020-08-18,2020,28,Ouham-Pendé,0.0,0.0,51,0.0,163.0,2.0,17.0,1.0,33.0,3.0,0.0,données non désagrégés par zs ni par viv vs décès,56.0,77.0,15.0,7.0,5,Ouaka
2020-06-28,2020,25,Bambio,0.0,0.0,38,1.0,105.0,0.0,0.0,0.0,0.0,,,,3.0,29.0,73.0,21.0,10,Lobaye
2020-09-03,2020,36,Ombella-M'Poko,0.0,0.0,129,2.0,28.0,1.0,0.0,0.0,0.0,,1.0,données non désagrégés par zs,117.0,10.0,42.0,19.0,1,Ouaka
2020-09-16,2020,35,Ouaka,6.0,0.0,60,0.0,23.0,0.0,20.0,1.0,8.0,,,,11.0,21.0,11.0,0.0,2,Ouaka
2020-06-20,2020,36,Bangui,0.0,,55,,77.0,0.0,1.0,0.0,1.0,0.0,,admis nd,25.0,54.0,4.0,46.0,3,Ouaka
2020-07-21,2020,27,Ouham-Pendé,10.0,0.0,72,1.0,39.0,0.0,4.0,0.0,3.0,1.0,0.0,"1cte, 2cm",46.0,69.0,24.0,9.0,6,Ouaka
2020-06-23,2020,36,Bangui,0.0,0.0,6,0.0,53.0,0.0,45.0,0.0,6.0,,0.0,"1cte, 2cm",71.0,10.0,111.0,14.0,2,Lobaye
2020-09-27,2020,33,Ombella-M'Poko,0.0,,10,0.0,4.0,0.0,32.0,0.0,,,,admis nd,45.0,151.0,21.0,13.0,2,Lobaye
2020-09-26,2020,27,Ouham-Pendé,0.0,,28,0.0,12.0,2.0,3.0,0.0,4.0,,2.0,"2cte, 2com",30.0,45.0,22.0,7.0,4,Ouaka
2020-08-13,2020,26,Ombella-M'Poko,0.0,,105,0.0,105.0,1.0,,0.0,0.0,,1.0,cte,27.0,81.0,22.0,40.0,1,Ouaka
2020-07-14,2020,30,Bambari,0.0,0.0,51,,204.0,0.0,20.0,4.0,0.0,,0.0,admis nd,3.0,101.0,70.0,22.0,3,Lobaye
2020-07-30,2020,38,Ouham-Pendé,0.0,0.0,113,1.0,33.0,0.0,6.0,0.0,2.0,,0.0,"2cte, 2com",3.0,142.0,4.0,1.0,11,Ouaka
2020-07-16,2020,36,Bambari,0.0,0.0,6,1.0,40.0,1.0,2.0,0.0,2.0,0.0,,"1cte, 2cm",2.0,166.0,40.0,21.0,8,Ouaka
2020-08-17,2020,37,Bossembélé,0.0,0.0,41,2.0,95.0,3.0,3.0,0.0,2.0,,1.0,données non désagrégés par zs,95.0,211.0,80.0,5.0,6,Lobaye
2020-07-30,2020,34,Bambari,0.0,0.0,42,1.0,8.0,1.0,4.0,0.0,4.0,,0.0,données non désagrégés par zs ni par viv vs décès,36.0,120.0,17.0,9.0,6,Ouaka
2020-07-05,2020,34,Bambio,3.0,0.0,106,1.0,29.0,1.0,20.0,1.0,0.0,0.0,2.0,"1cte, 2cm",24.0,21.0,9.0,4.0,12,Ouaka
2020-06-09,2020,38,Bangui,5.0,0.0,94,0.0,6.0,0.0,35.0,0.0,0.0,,0.0,données non désagrégés par zs,11.0,84.0,12.0,29.0,21,Ouaka
2020-06-09,2020,32,Bambio,0.0,0.0,146,1.0,13.0,0.0,1.0,1.0,6.0,,11.0,données non désagrégés par zs,127.0,69.0,39.0,5.0,1,Lobaye
2020-07-17,2020,29,Ouham-Pendé,0.0,0.0,51,1.0,111.0,0.0,44.0,1.0,3.0,,0.0,données non désagrégés par zs ni par viv vs décès,149.0,9.0,56.0,16.0,7,Ouaka
2020-08-03,2020,37,Bambio,4.0,0.0,1,0.0,2.0,1.0,22.0,1.0,1.0,,0.0,données non désagrégés par zs,63.0,2.0,55.0,5.0,4,Lobaye
2020-08-30,2020,31,Ouham-Pendé,0.0,0.0,127,0.0,92.0,0.0,32.0,1.0,2.0,0.0,6.0,"1cte, 2cm",159.0,5.0,0.0,4.0,1,Ouaka
2020-07-13,2020,36,Ouaka,4.0,0.0,31,0.0,35.0,0.0,7.0,1.0,9.0,,,,75.0,96.0,21.0,7.0,2,Ouaka
2020-07-19,2020,33,Damara,0.0,0.0,127,1.0,33.0,0.0,8.0,2.0,1.0,,3.0,données non désagrégés par zs ni par viv vs décès,23.0,66.0,28.0,46.0,8,Ouaka
