X,regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior.metropolitana
218.0,Norte,,,11,,,,2020-06-25,18,881935,498440,20257,223.0,271.0,,,
645.0,Norte,AM,,76,,,,2020-04-11,31,4144597,10547,70,1501.0,0.0,,,
810.0,Norte,AM,,13,,,,2020-05-24,27,1777225,62902,856,140537.0,816.0,,,
947.0,Norte,AC,,76,,,,2020-05-26,10,881935,70041,3,28.0,33.0,3210405.0,,
588.0,Norte,AM,,11,,,,2020-03-30,43,1777225,5172,418,677.0,30.0,,,
293.0,Norte,AM,,12,,,,2020-11-07,41,4144597,14952,88,2792.0,8.0,,,
181.0,Norte,AM,,76,,,,2020-08-13,15,210147125,40560,0,361.0,0.0,,,
487.0,Norte,,,12,,,,2020-10-01,14,210147125,42,605,1331.0,485.0,277149.0,,
957.0,Norte,RO,,76,,,,2020-07-25,10,4144597,3,27444,1.0,8.0,,,
588.0,Norte,AM,,12,,,,2020-09-09,22,210147125,2257,0,1464.0,0.0,2653407.0,493022.0,
402.0,Norte,AC,,12,,,,2020-05-05,24,1777225,0,26,74.0,2.0,1054043.0,,
178.0,Norte,RO,,12,,,,2020-08-06,30,210147125,850514,183,708.0,7.0,,,
192.0,Norte,,,76,,,,2020-06-16,33,1777225,25443,224,137272.0,5.0,4681659.0,,
833.0,Norte,RO,,13,,,,2020-08-17,28,4144597,26004,246,95819.0,1322.0,,,
1.0,Norte,AM,,12,,,,2020-07-30,31,881935,3804803,375,0.0,206.0,388492.0,624872.0,
145.0,Norte,AM,,13,,,,2020-09-04,21,210147125,0,251,654.0,22.0,,,
925.0,Norte,RO,,13,,,,2020-06-22,24,881935,13717,574,154837.0,6.0,976977.0,,
551.0,Brasil,AC,,13,,,,2020-10-20,28,210147125,2118646,198,245.0,366.0,1321036.0,,
194.0,Norte,AC,,12,,,,2020-08-07,29,881935,33508,16,107232.0,8.0,,,
263.0,Norte,RO,,11,,,,2020-09-20,40,4144597,2912212,115,171460.0,0.0,94122.0,,
535.0,Norte,,,11,,,,2020-04-17,27,1777225,5055888,137,77.0,13.0,,,
255.0,Norte,RO,,76,,,,2020-10-22,23,881935,0,594,679.0,5.0,,,
526.0,Norte,AC,,13,,,,2020-06-18,24,210147125,30282,0,584.0,5.0,1078763.0,,
400.0,Norte,,,11,,,,2020-08-01,12,210147125,11130,2126,254.0,0.0,,,
139.0,Norte,AC,,11,,,,2020-11-04,25,881935,23479,127,661.0,19.0,,,
181.0,Norte,AM,,76,,,,2020-08-17,27,1777225,61260,74,460.0,908.0,,,
589.0,Norte,RO,,11,,,,2020-06-29,44,4144597,97079,0,165.0,19.0,,,
368.0,Norte,RO,,11,,,,2020-11-05,47,881935,3501975,13,0.0,4.0,,,
187.0,Norte,RO,,13,,,,2020-06-01,25,881935,43866,1189,1476.0,0.0,345595.0,,
205.0,Norte,,,76,,,,2020-05-16,40,210147125,241080,671,136.0,1300.0,5476018.0,,
517.0,Norte,RO,,76,,,,2020-07-31,24,1777225,35756,119,59594.0,18.0,,525748.0,
248.0,Norte,RO,,11,,,,2020-06-07,31,4144597,8110,193,113.0,14.0,2118460.0,,
669.0,Norte,RO,,12,,,,2020-05-16,41,1777225,1800827,605,1312.0,22.0,,,
904.0,Norte,RO,,11,,,,2020-08-10,19,1777225,72049,178,5901.0,513.0,,751107.0,
182.0,Norte,AC,,76,,,,2020-10-04,17,4144597,6,33846,1492.0,863.0,,,
4.0,Norte,AM,,76,,,,2020-10-10,20,210147125,5224362,180,457.0,14.0,,,
750.0,Norte,AC,,76,,,,2020-05-27,12,881935,5723,209,159477.0,51.0,,,
477.0,Norte,AC,,11,,,,2020-05-21,18,1777225,73040,153,419.0,9.0,,,
151.0,Norte,RO,,76,,,,2020-08-24,32,210147125,0,0,1187.0,9.0,5536524.0,,
678.0,Norte,,,76,,,,2020-07-28,28,1777225,21376,275,103026.0,5.0,2432456.0,,
912.0,Norte,RO,,13,,,,2020-09-15,35,1777225,75468,112,0.0,881.0,1255564.0,,
739.0,Norte,AC,,76,,,,2020-06-13,22,210147125,70461,26,607.0,7.0,,,
675.0,Norte,AM,,12,,,,2020-08-27,23,881935,1313667,0,432.0,9.0,,399313.0,
812.0,Norte,,,11,,,,2020-09-29,13,210147125,691758,0,810.0,5.0,,485035.0,
822.0,Norte,,,12,,,,2020-04-15,18,881935,69022,798,710.0,2.0,,,
162.0,Norte,AM,,12,,,,2020-08-06,26,210147125,24647,165,1476.0,8.0,1371229.0,781954.0,
809.0,Norte,AM,,13,,,,2020-06-12,27,210147125,9056,248,29937.0,115.0,,507869.0,
951.0,Norte,,,12,,,,2020-07-31,18,1777225,5633747,139,3283.0,0.0,1844051.0,,
34.0,Norte,AM,,76,,,,2020-05-29,24,881935,3012412,502,5.0,874.0,,,
995.0,Norte,,,12,,,,2020-03-07,43,881935,88025,34091,24.0,984.0,,,
142.0,Norte,RO,,76,,,,2020-08-13,20,210147125,850514,212,114250.0,461.0,,,
449.0,Norte,RO,,13,,,,2020-04-06,34,881935,25367,322,74133.0,2.0,,,
861.0,Norte,AC,,11,,,,2020-09-20,17,881935,151,248,649.0,3.0,,,
356.0,Norte,,,76,,,,2020-05-05,36,881935,88025,45,668.0,1269.0,3789139.0,,
921.0,Norte,,,76,,,,2020-11-11,35,4144597,34873,11946,2011.0,,,,
615.0,Norte,,,11,,,,2020-10-12,46,1777225,5298772,312,1375.0,0.0,,708503.0,
306.0,Norte,,,12,,,,2020-03-03,44,1777225,4382263,0,2492.0,1.0,5189529.0,751107.0,
94.0,Norte,AM,,11,,,,2020-05-08,39,210147125,13253,8429,1924.0,0.0,,,
276.0,Norte,AM,,76,,,,2020-08-15,23,1777225,5169386,34130,2906.0,16.0,,561255.0,
262.0,Norte,AC,,76,,,,2020-04-27,35,881935,6166606,42659,1187.0,654.0,,402823.0,
705.0,Norte,AM,,11,,,,2020-07-29,16,1777225,80082,1117,78772.0,0.0,,719012.0,
620.0,Brasil,AC,,12,,,,2020-03-20,33,4144597,1891,0,0.0,5.0,,,
772.0,Norte,AM,,11,,,,2020-11-11,22,1777225,26000,19373,884.0,0.0,,,
97.0,Norte,AC,,13,,,,2020-05-12,31,1777225,11,1219,5017.0,357.0,1824095.0,,
559.0,Norte,,,11,,,,2020-06-29,30,1777225,5,867,21046.0,834.0,,,
776.0,Norte,AC,,11,,,,2020-03-15,28,881935,140,0,113.0,31.0,,,
509.0,Norte,,,11,,,,2020-06-10,42,4144597,4123000,224,0.0,363.0,,,
486.0,Norte,,,11,,,,2020-09-12,20,1777225,79765,32188,148957.0,4.0,,,
211.0,Norte,,,11,,,,2020-10-18,11,4144597,2074860,585,391.0,16.0,5476018.0,,
930.0,Norte,RO,,11,,,,2020-10-25,29,881935,5323630,95,457.0,1269.0,,,
811.0,Norte,AC,,76,,,,2020-10-30,19,210147125,60484,18,168613.0,3.0,,,
983.0,Norte,RO,,11,,,,2020-04-25,17,210147125,27397,19814,2.0,3.0,,,
721.0,Norte,RO,,11,,,,2020-07-18,33,881935,55153,230,57070.0,17.0,,,
317.0,Norte,RO,,76,,,,2020-10-13,30,4144597,804,915,128539.0,5.0,,,
402.0,Norte,AC,,11,,,,2020-05-27,14,881935,2733677,95,87.0,13.0,,,
74.0,Norte,RO,,76,,,,2020-05-20,29,210147125,62902,1572,1328.0,1.0,,476759.0,
31.0,Norte,,,76,,,,2020-10-04,27,1777225,28802,15,77.0,5.0,55350.0,,
241.0,Norte,AC,,12,,,,2020-05-03,12,210147125,2,231,5466.0,984.0,,,
47.0,Brasil,AC,,11,,,,2020-08-25,21,881935,1864681,697,715.0,15.0,,,
812.0,Norte,,,11,,,,2020-06-23,27,1777225,5028444,262,1.0,21.0,,,
992.0,Norte,AM,,12,,,,2020-06-02,35,210147125,3908272,201,0.0,3.0,,,
529.0,Norte,AM,,12,,,,2020-06-28,30,881935,68823,160,1532.0,0.0,,,
638.0,Brasil,,,11,,,,2020-04-28,31,881935,19573,800,0.0,1.0,,,
14.0,Norte,AM,,11,,,,2020-08-01,19,4144597,30638,35816,486.0,271.0,,,
152.0,Norte,RO,,12,,,,2020-05-29,31,210147125,64481,0,0.0,11.0,,,
307.0,Norte,AC,,11,,,,2020-08-15,24,1777225,4732309,130,91263.0,627.0,,,
495.0,Norte,RO,,13,,,,2020-07-13,17,210147125,73490,24468,142058.0,0.0,,,
993.0,Norte,RO,,12,,,,2020-08-17,30,881935,1085038,320,15633.0,1.0,,146863.0,
972.0,Norte,RO,,11,,,,2020-07-03,36,1777225,67937,51603,872.0,140.0,5088635.0,,
179.0,Norte,RO,,11,,,,2020-11-06,32,4144597,77,180,145987.0,231.0,3006679.0,,
565.0,Norte,AC,,12,,,,2020-11-04,17,881935,1032913,0,1553.0,2.0,,278331.0,
650.0,Norte,RO,,76,,,,2020-07-03,23,4144597,90913,21428,167455.0,3.0,,,
677.0,Norte,AM,,12,,,,2020-08-02,44,4144597,16965,1222,2.0,1.0,,,
565.0,Norte,AM,,76,,,,2020-10-09,9,881935,4455386,285,267.0,27.0,,763480.0,
330.0,Norte,AC,,76,,,,2020-05-30,24,881935,11,557,686.0,3.0,,,
964.0,Norte,,,12,,,,2020-05-14,25,1777225,98118,248,172.0,5.0,4495269.0,567369.0,
387.0,Norte,AC,,11,,,,2020-09-04,38,881935,5380635,838,452.0,984.0,,,
460.0,Norte,AM,,76,,,,2020-02-27,14,1777225,56618,45305,0.0,1.0,,,
904.0,Norte,RO,,76,,,,2020-06-20,38,1777225,29117,409,898.0,5.0,1912319.0,,
355.0,Norte,RO,,11,,,,2020-08-25,35,881935,1864681,643,92.0,3.0,,743287.0,
856.0,Norte,RO,,11,,,,2020-04-07,47,210147125,1785,0,647.0,0.0,,208117.0,
450.0,Norte,AC,,76,,,,2020-06-29,40,4144597,81,13,642.0,836.0,,,
826.0,Norte,RO,,13,,,,2020-08-09,11,1777225,72,0,11.0,3.0,,,
159.0,Norte,AM,,12,,,,2020-11-24,17,4144597,96396,25,23473.0,1086.0,,,
332.0,Norte,,,13,,,,2020-07-06,25,4144597,45468,44571,299.0,11.0,1054043.0,563789.0,
321.0,Norte,AC,,76,,,,2020-09-14,39,1777225,17202,125,565.0,807.0,,371351.0,
496.0,Norte,AM,,76,,,,2020-09-28,32,1777225,25067,0,28834.0,1290.0,,,
578.0,Norte,AC,,12,,,,2020-04-06,26,4144597,279,183,643.0,0.0,,,
319.0,Norte,RO,,12,,,,2020-03-31,19,1777225,202918,198,1336.0,921.0,,,
333.0,Norte,AM,,11,,,,2020-05-23,46,4144597,5235344,25,162269.0,5.0,,,
103.0,Norte,RO,,12,,,,2020-04-19,21,1777225,44372,286,3313.0,0.0,826866.0,,
378.0,Norte,,,76,,,,2020-03-01,30,210147125,310087,11843,431.0,0.0,,,
390.0,Norte,RO,,13,,,,2020-07-25,10,4144597,30217,39924,923.0,13.0,,361948.0,
59.0,Norte,RO,,13,,,,2020-07-25,34,4144597,861,29,17971.0,0.0,,435800.0,
548.0,Norte,AC,,76,,,,2020-04-04,35,1777225,13804,0,640.0,0.0,,700095.0,
326.0,Norte,AM,,11,,,,2020-09-04,39,881935,0,838,444.0,8.0,,,
180.0,Norte,AM,,76,,,,2020-11-03,25,1777225,0,0,1050.0,7.0,,,
227.0,Brasil,,,11,,,,2020-11-02,27,4144597,77,0,129522.0,16.0,4248574.0,,
967.0,Norte,AC,,76,,,,2020-05-02,29,1777225,70350,328,0.0,0.0,,,
457.0,Norte,RO,,12,,,,2020-03-15,20,881935,2801921,10554,113358.0,29.0,,,
142.0,Norte,RO,,11,,,,2020-09-03,10,881935,2,0,122.0,20.0,,,
920.0,Norte,AM,,12,,,,2020-07-26,31,881935,1997,40816,234.0,4.0,,,
742.0,Brasil,AM,,13,,,,2020-05-22,22,881935,25249,0,361.0,6.0,,,
708.0,Norte,,,12,,,,2020-05-10,41,881935,62697,242,2492.0,0.0,,,
509.0,Norte,,,76,,,,2020-11-16,43,4144597,22605,93,493.0,5.0,,,
335.0,Norte,AC,,11,,,,2020-07-05,13,4144597,70823,270,3268.0,1.0,4635315.0,,
854.0,Norte,,,12,,,,2020-07-13,22,4144597,30954,8501,647.0,0.0,,,
416.0,Norte,RO,,12,,,,2020-03-09,24,210147125,70,0,0.0,3.0,1912319.0,,
567.0,Norte,RO,,76,,,,2020-10-16,20,210147125,96396,14318,697.0,654.0,,473028.0,
880.0,Norte,RO,,11,,,,2020-05-26,11,4144597,6,45961,207.0,58.0,,,
244.0,Norte,AM,,13,,,,2020-07-22,23,1777225,310087,2,1433.0,0.0,,,
417.0,Norte,RO,,13,,,,2020-06-07,9,210147125,4495183,24,57070.0,317.0,,,
656.0,Norte,RO,,76,,,,2020-08-31,37,1777225,8626,271,709.0,19.0,,665270.0,
176.0,Norte,AC,,12,,,,2020-08-04,30,210147125,20406,156,7921.0,703.0,,,
128.0,Norte,AC,,76,,,,2020-10-30,30,881935,76,90,631.0,1.0,,,
85.0,Norte,RO,,13,,,,2020-05-22,42,1777225,70461,219,31199.0,6.0,,667508.0,
158.0,Norte,AC,,76,,,,2020-03-19,18,210147125,0,15813,0.0,709.0,,89429.0,
450.0,Norte,AM,,12,,,,2020-09-20,25,210147125,0,0,1.0,8.0,613345.0,,
234.0,Norte,,,12,,,,2020-04-17,45,4144597,4847092,279,598.0,9.0,,,
353.0,Norte,RO,,13,,,,2020-06-23,9,210147125,2160,1146,142058.0,231.0,,,
845.0,Norte,AM,,12,,,,2020-04-09,46,4144597,943,13371,148.0,2.0,,,
889.0,Norte,,,13,,,,2020-04-16,21,210147125,2442375,93,11.0,0.0,106794.0,,
363.0,Norte,AC,,11,,,,2020-03-03,19,1777225,0,127,95819.0,3.0,,762773.0,
726.0,Norte,,,11,,,,2020-10-12,24,1777225,64306,926,0.0,1.0,,,
877.0,Norte,AM,,12,,,,2020-03-24,46,881935,65208,1229,1207.0,3.0,,,
864.0,Norte,AM,,76,,,,2020-03-12,28,1777225,2,338,0.0,1374.0,,109446.0,
248.0,Norte,AC,,76,,,,2020-10-04,37,881935,1460,96,116580.0,,,,
222.0,Norte,AM,,11,,,,2020-04-08,28,1777225,62,193,2.0,75.0,,118436.0,
638.0,Norte,AM,,11,,,,2020-04-29,24,1777225,66576,359,872.0,3.0,,,
885.0,Norte,AC,,11,,,,2020-09-26,35,881935,52849,0,169183.0,8.0,,,
979.0,Norte,,,11,,,,2020-04-03,13,4144597,2046328,118,0.0,612.0,876359.0,,
89.0,Norte,,,11,,,,2020-08-05,21,4144597,5600,108,1207.0,5.0,4756489.0,651666.0,
648.0,Norte,AM,,12,,,,2020-04-28,38,210147125,195,1089,146352.0,614.0,22130.0,,
101.0,Norte,RO,,76,,,,2020-11-17,27,210147125,48923,1,0.0,3.0,,,
507.0,Norte,AM,,11,,,,2020-08-13,21,210147125,168331,198,48954.0,12.0,,,
263.0,Norte,RO,,76,,,,2020-03-13,35,210147125,657,18947,0.0,8.0,,,
573.0,Norte,AM,,76,,,,2020-09-08,27,1777225,19638,486,715.0,17.0,,,
772.0,Norte,AC,,11,,,,2020-06-08,36,210147125,44372,0,941.0,6.0,,,
443.0,Norte,AM,,11,,,,2020-11-14,29,210147125,66576,0,0.0,4.0,,,
912.0,Norte,AC,,13,,,,2020-06-15,16,881935,70600,197,134106.0,1091.0,,,
433.0,Norte,RO,,76,,,,2020-11-13,28,210147125,17979,155,6329.0,7.0,,,
770.0,Norte,RO,,11,,,,2020-09-08,10,881935,5781582,112,1375.0,96.0,1409202.0,,
923.0,Norte,RO,,11,,,,2020-04-25,21,1777225,1839850,0,1375.0,1154.0,,,
818.0,Norte,AC,,76,,,,2020-06-20,44,210147125,195,1189,148957.0,0.0,,499414.0,
736.0,Norte,AM,,76,,,,2020-09-23,20,4144597,32,33281,8.0,921.0,,,
893.0,Norte,AC,,11,,,,2020-05-20,29,1777225,1539081,49970,100477.0,8.0,,,
344.0,Norte,AM,,11,,,,2020-06-28,14,881935,4238446,49298,64867.0,1075.0,,,
193.0,Norte,RO,,12,,,,2020-07-16,12,4144597,54,229,201.0,3.0,38039.0,,
865.0,Norte,RO,,76,,,,2020-10-09,39,1777225,290,52,1464.0,2.0,1123204.0,,
234.0,Norte,AC,,11,,,,2020-07-30,39,881935,3194,303,55.0,4.0,2243124.0,431409.0,
77.0,Norte,AM,,76,,,,2020-04-02,11,881935,66261,512,1368.0,16.0,5562539.0,,
476.0,Norte,AC,,12,,,,2020-10-02,24,881935,5140863,33523,864.0,365.0,,,
292.0,Norte,RO,,13,,,,2020-09-01,14,881935,104250,57,157946.0,194.0,,17533.0,
814.0,Norte,AC,,11,,,,2020-09-05,30,1777225,5516658,0,637.0,6.0,,,
624.0,Norte,,,76,,,,2020-11-03,27,210147125,36148,22048,24.0,1.0,325395.0,,
865.0,Norte,AC,,12,,,,2020-11-26,11,4144597,15827,33536,556.0,987.0,,435655.0,
747.0,Norte,,,12,,,,2020-05-03,42,4144597,0,264,106523.0,497.0,3397234.0,127837.0,
856.0,Norte,RO,,11,,,,2020-07-28,43,4144597,9220,114,607.0,0.0,2094293.0,,
123.0,Brasil,AC,,11,,,,2020-03-04,30,1777225,7700,0,105.0,16.0,94122.0,,
576.0,Norte,,,11,,,,2020-05-31,31,4144597,5254,100,651.0,24.0,,,
736.0,Norte,AC,,12,,,,2020-09-21,48,881935,4591604,209,0.0,45.0,,,
940.0,Norte,,,12,,,,2020-09-15,26,881935,27885,452,0.0,630.0,,,
933.0,Norte,RO,,11,,,,2020-09-05,40,1777225,5,209,172.0,0.0,,,
517.0,Norte,AM,,11,,,,2020-08-22,21,210147125,19573,0,0.0,16.0,,,
587.0,Norte,AM,,11,,,,2020-03-28,25,881935,1447,57,727.0,15.0,,,
590.0,Norte,RO,,11,,,,2020-09-30,21,4144597,62863,204,1.0,4.0,,479916.0,
665.0,Norte,RO,,11,,,,2020-07-29,10,881935,2044,88,1004.0,2.0,,,
109.0,Norte,AC,,76,,,,2020-08-23,19,881935,29867,19,6724.0,8.0,379245.0,,
630.0,Norte,AM,,76,,,,2020-09-11,27,881935,9,4,87.0,15.0,254963.0,,
560.0,Norte,RO,,76,,,,2020-04-20,30,210147125,102124,0,254.0,4.0,,,
722.0,Norte,RO,,12,,,,2020-09-11,30,881935,65073,335,309.0,5.0,,728843.0,
839.0,Norte,RO,,11,,,,2020-08-14,14,1777225,63267,275,521.0,4.0,,,
56.0,Norte,AC,,12,,,,2020-05-12,35,881935,1460,13,476.0,204.0,,,
448.0,Norte,RO,,12,,,,2020-05-01,33,1777225,311,132,365.0,1022.0,,,
620.0,Norte,AC,,13,,,,2020-04-27,31,4144597,90534,585,2792.0,12.0,,478717.0,
100.0,Norte,RO,,76,,,,2020-07-13,26,210147125,90534,241,704.0,571.0,,,
277.0,Norte,RO,,13,,,,2020-07-04,20,210147125,2234,396,321.0,2.0,,,
293.0,Norte,AC,,76,,,,2020-05-31,16,1777225,2707877,241,213.0,3.0,5291511.0,,
211.0,Norte,AC,,12,,,,2020-11-27,28,1777225,68126,0,42720.0,0.0,3159096.0,,
642.0,Norte,AC,,76,,,,2020-04-27,31,1777225,68907,1615,58314.0,0.0,1209208.0,,
374.0,Norte,AC,,76,,,,2020-09-12,18,210147125,0,0,714.0,14.0,3355564.0,,
638.0,Norte,RO,,11,,,,2020-08-18,37,210147125,33475,800,156471.0,5.0,,,
80.0,Norte,AM,,13,,,,2020-04-28,30,210147125,111,104,106.0,10.0,,,
740.0,Norte,AM,,11,,,,2020-03-31,29,4144597,21619,166,710.0,51.0,,,
92.0,Norte,RO,,13,,,,2020-05-25,29,210147125,1014,29,3.0,0.0,,435655.0,
282.0,Norte,AM,,12,,,,2020-10-05,31,210147125,0,605,693.0,497.0,,,
406.0,Norte,,,11,,,,2020-11-14,24,881935,90,947,69184.0,514.0,,624872.0,
596.0,Norte,RO,,12,,,,2020-04-15,41,1777225,72630,1529,426.0,692.0,,,
123.0,Norte,,,12,,,,2020-04-27,48,4144597,21993,1140,131210.0,0.0,,,
720.0,Norte,,,11,,,,2020-03-12,13,1777225,11,1122,1744.0,559.0,,,
163.0,Norte,,,11,,,,2020-09-03,22,210147125,6052786,110,92475.0,9.0,,,
919.0,Norte,RO,,12,,,,2020-05-12,26,881935,20406,549,1.0,39.0,,,
995.0,Norte,AC,,12,,,,2020-07-04,29,210147125,77615,7,17971.0,1238.0,2653407.0,647672.0,
103.0,Norte,,,13,,,,2020-06-13,32,4144597,2,54771,170115.0,0.0,,,
254.0,Norte,RO,,76,,,,2020-08-07,35,881935,1396,358,432.0,0.0,,34325.0,
238.0,Norte,AM,,13,,,,2020-10-03,24,1777225,79167,67860,49976.0,271.0,,,
885.0,Norte,RO,,76,,,,2020-06-25,40,210147125,1713160,1559,872.0,4.0,3210405.0,,
271.0,Norte,AC,,12,,,,2020-10-25,14,1777225,22242,8,151.0,1005.0,,219576.0,
543.0,Norte,AC,,76,,,,2020-04-12,12,1777225,39504,10,21046.0,2.0,,,
57.0,Norte,AM,,11,,,,2020-06-05,39,1777225,23921,144,1431.0,1284.0,,,
220.0,Norte,AM,,12,,,,2020-10-04,20,4144597,110,44,16.0,5.0,,730298.0,
511.0,Norte,AM,,76,,,,2020-10-11,22,1777225,6679,34666,612.0,16.0,,,
526.0,Norte,AM,,11,,,,2020-05-22,19,1777225,32,6935,,302.0,,,
265.0,Norte,AM,,76,,,,2020-10-17,14,210147125,5876464,9,145987.0,0.0,,,
641.0,Norte,,,76,,,,2020-05-12,10,210147125,73040,264,1436.0,1.0,,,
688.0,Brasil,AM,,76,,,,2020-07-27,44,881935,21498,1138,2.0,4.0,,,
169.0,Norte,RO,,11,,,,2020-06-05,39,210147125,3501975,773,500.0,0.0,,,
503.0,Norte,AM,,76,,,,2020-10-05,37,210147125,5545705,549,378.0,0.0,,48872.0,
904.0,Norte,RO,,12,,,,2020-10-03,42,210147125,0,0,92.0,54.0,4295302.0,,
274.0,Norte,AC,,12,,,,2020-08-23,31,881935,35304,38693,664.0,5.0,520734.0,,
141.0,Norte,AC,,12,,,,2020-05-23,23,1777225,79765,238,0.0,0.0,,,
984.0,Norte,AM,,13,,,,2020-08-01,11,4144597,6,16324,667.0,0.0,2478494.0,,
819.0,Brasil,RO,,76,,,,2020-07-22,36,210147125,6459,68,12400.0,21.0,,,
34.0,Norte,AC,,13,,,,2020-09-16,29,210147125,828810,33274,3199.0,9.0,,,
159.0,Norte,AC,,12,,,,2020-11-27,18,4144597,364,126,0.0,7.0,,,
531.0,Norte,AC,,11,,,,2020-11-17,21,4144597,0,18,74.0,709.0,,,
665.0,Norte,AC,,11,,,,2020-07-22,41,1777225,69332,1423,8.0,0.0,78424.0,,
24.0,Norte,AC,,13,,,,2020-08-14,23,881935,1800827,23529,161.0,6.0,,,
336.0,Norte,AC,,12,,,,2020-08-13,18,1777225,79167,1261,501.0,2.0,,,
258.0,Norte,AC,,13,,,,2020-04-11,45,210147125,33295,0,255.0,6.0,,719012.0,
545.0,Brasil,RO,,12,,,,2020-04-27,41,881935,54,209,2938.0,0.0,,,
659.0,Norte,AM,,76,,,,2020-03-02,23,1777225,465166,1152,2918.0,0.0,,,
574.0,Norte,AM,,11,,,,2020-04-20,18,210147125,0,31100,643.0,2.0,,494105.0,
92.0,Norte,AM,,13,,,,2020-11-27,29,881935,5653561,323,576.0,4.0,,,
323.0,Brasil,,,11,,,,2020-08-31,24,881935,32661,9,168061.0,0.0,,,
490.0,Norte,AC,,12,,,,2020-07-24,12,210147125,83230,51603,1187.0,16.0,4797872.0,,
688.0,Norte,,,11,,,,2020-10-23,14,4144597,66576,19,3.0,4.0,,,
404.0,Norte,AC,,76,,,,2020-06-18,29,881935,5113628,335,710.0,0.0,,675378.0,
709.0,Norte,RO,,11,,,,2020-11-23,17,210147125,828810,144,618.0,2.0,,,
274.0,Norte,,,13,,,,2020-11-01,28,1777225,0,306,2731.0,27.0,,,
525.0,Norte,AC,,76,,,,2020-04-05,31,881935,1484,40557,13993.0,1290.0,,,
80.0,Norte,RO,,13,,,,2020-04-23,24,4144597,234,1421,1421.0,7.0,,,
761.0,Norte,,,11,,,,2020-11-10,39,1777225,49492,7,2102.0,3.0,,,
613.0,Brasil,,,13,,,,2020-08-11,41,210147125,55153,0,106.0,0.0,5407498.0,,
656.0,Norte,RO,,76,,,,2020-02-25,24,881935,32991,2,864.0,739.0,,368563.0,
174.0,Norte,AM,,12,,,,2020-08-23,34,1777225,76729,145,657.0,11.0,,,
113.0,Norte,AM,,12,,,,2020-03-19,42,881935,38909,1498,90.0,1.0,4650030.0,,
753.0,Norte,AC,,76,,,,2020-07-28,13,210147125,29765,147,53.0,739.0,,,
892.0,Norte,AC,,12,,,,2020-06-07,46,1777225,1222,55891,657.0,1.0,,,
433.0,Norte,AC,,13,,,,2020-05-24,46,210147125,0,352,0.0,206.0,1054043.0,,
602.0,Norte,AM,,12,,,,2020-08-07,10,210147125,6020164,3503,682.0,552.0,,,
401.0,Norte,AC,,11,,,,2020-10-09,30,1777225,23921,13,667.0,2.0,3317227.0,,
494.0,Norte,RO,,12,,,,2020-03-17,11,210147125,25443,44571,758.0,1.0,1054043.0,665847.0,
92.0,Norte,AM,,76,,,,2020-09-01,45,881935,1032913,30,304.0,0.0,,,
191.0,Norte,,,11,,,,2020-04-06,44,881935,19366,9,27878.0,904.0,4352871.0,508127.0,
919.0,Norte,AC,,12,,,,2020-11-25,11,210147125,79167,271,71.0,6.0,,,
330.0,Norte,AM,,11,,,,2020-08-26,18,1777225,3846153,145,436.0,165.0,,751107.0,
872.0,Norte,AM,,11,,,,2020-10-09,17,881935,486,69,32548.0,11.0,,,
377.0,Norte,RO,,11,,,,2020-03-19,34,4144597,4810935,1047,697.0,816.0,,,
572.0,Norte,AM,,11,,,,2020-08-28,19,881935,30951,369,29.0,4.0,,,
338.0,Norte,RO,,12,,,,2020-04-15,15,4144597,12913,37614,94104.0,739.0,,705020.0,
501.0,Norte,AC,,76,,,,2020-03-17,15,881935,42020,1461,686.0,49.0,,,
440.0,Norte,AC,,12,,,,2020-08-25,12,210147125,76,138,159.0,4.0,,,
491.0,Norte,RO,,13,,,,2020-07-13,35,210147125,33156,11,142921.0,1.0,2309477.0,,
5.0,Norte,AM,,12,,,,2020-10-16,20,1777225,56777,46934,21.0,627.0,,,
994.0,Norte,,,13,,,,2020-04-06,45,881935,142,209,715.0,1206.0,72597.0,,
639.0,Norte,RO,,11,,,,2020-08-01,16,881935,26176,160,113358.0,1.0,,,
739.0,Brasil,RO,,11,,,,2020-03-16,12,4144597,20708,0,1037.0,230.0,,,
267.0,Norte,AM,,76,,,,2020-03-21,24,210147125,363211,42619,3317.0,0.0,,,
365.0,Norte,,,12,,,,2020-03-19,37,1777225,29117,27444,201.0,6.0,5133155.0,,
307.0,Norte,AM,,76,,,,2020-08-14,10,1777225,0,0,172833.0,5.0,,,
631.0,Norte,,,12,,,,2020-08-07,38,210147125,229,283,105463.0,749.0,135430.0,,
337.0,Norte,AM,,13,,,,2020-04-21,46,881935,0,15155,165.0,3.0,254963.0,479916.0,
294.0,Norte,AM,,11,,,,2020-10-30,39,210147125,70823,49970,0.0,5.0,,,
447.0,Norte,,,13,,,,2020-06-09,25,881935,3035422,674,1253.0,1.0,211080.0,,
967.0,Norte,AM,,12,,,,2020-04-30,46,210147125,6683,87,607.0,921.0,,,
398.0,Norte,AM,,12,,,,2020-06-25,16,4144597,3035422,605,647.0,2.0,1078763.0,,
942.0,Norte,RO,,11,,,,2020-05-03,40,881935,16479,15,1429.0,189.0,,,
256.0,Norte,,,76,,,,2020-03-31,21,881935,25,144,598.0,909.0,,,
