Date,annee,Semaine,Province,Zone_sante,Report,nouveau_contacts,total_a_suivre,suivis,non_suivis,cas_suspects,sortis_doublons,sortis_recycle,sortis_dcd,sortis_conf,contacts_sortis_21jrs,jamais_vus,simple absence,pdv,reticences,deplaces,reste_a_suivre,Observations,vacc,prop_suivis,check1,check2,prop_vacc
2020-07-09,2020,40,Sangha-Mbaéré,Bangui,461.0,12.0,357.0,354.0,110.0,2.0,,,,,0.0,,33.0,2.0,0.0,7.0,1.0,check 75 sup à 27,,78.9655172413793,0.0,-2.0,81.2644564379337
2020-07-18,2020,31,Vakaga,Ouham-Pendé,563.0,0.0,1190.0,237.0,81.0,0.0,,,,,0.0,,9.0,7.0,,,1395.0,check 35 sup à 23,100.0,98.1132075471698,21.0,-52.0,
2020-06-14,2020,26,Sangha-Mbaéré,Ouham-Pendé,204.0,0.0,867.0,1136.0,0.0,0.0,,,,,0.0,9.0,0.0,5.0,,,1634.0,Check 37 sup à 34,16.0,32.8125,0.0,0.0,
2020-07-15,2020,27,Vakaga,Gamboula,115.0,264.0,27.0,13.0,44.0,3.0,,,,,0.0,0.0,4.0,3.0,,0.0,718.0,Check 29 sup à 25,,97.6486860304288,15.0,-142.0,
2020-07-10,2020,34,Vakaga,Gamboula,3202.0,0.0,1232.0,343.0,442.0,1.0,,,,,3.0,,22.0,3.0,0.0,,112.0,Check 1 sup à 0,70.0,86.2155388471178,6.0,-124.0,0.0
2020-09-22,2020,33,Sangha-Mbaéré,Zémio,950.0,251.0,2355.0,295.0,1.0,0.0,,,,,0.0,9.0,9.0,16.0,,0.0,632.0,check 75 sup à 27,110.0,90.1204819277108,24.0,-18.0,
2020-06-20,2020,36,Vakaga,Bangui,56.0,0.0,827.0,3.0,342.0,2.0,1.0,,,,363.0,2.0,28.0,,,,363.0,check 35 sup à 23,,99.512987012987,0.0,-3.0,
2020-07-22,2020,39,Sangha-Mbaéré,Ouham-Pendé,643.0,40.0,1.0,369.0,32.0,0.0,,,,,0.0,23.0,20.0,4.0,,0.0,366.0,,120.0,77.0324047754406,129.0,-8.0,
2020-07-28,2020,36,Vakaga,Ouham-Pendé,41.0,0.0,54.0,1355.0,0.0,1.0,,,,,0.0,6.0,0.0,1.0,,0.0,1.0,check 87 sup à 71,,78.6620530565167,85.0,-64.0,
2020-07-02,2020,36,Sangha-Mbaéré,Ouham-Pendé,361.0,0.0,1699.0,306.0,32.0,0.0,,,,,63.0,0.0,134.0,,,69.0,134.0,check 13 sup à 6,,100.0,247.0,-103.0,
2020-09-15,2020,23,Vakaga,Bria,286.0,64.0,230.0,173.0,1.0,,,,,,0.0,4.0,0.0,,,,1363.0,check 30 sup à 18,1.0,95.0561797752809,0.0,0.0,0.0
2020-07-28,2020,34,Vakaga,Gamboula,3.0,0.0,718.0,52.0,0.0,0.0,,,,,0.0,4.0,,0.0,,,355.0,check 87 sup à 71,20.0,90.0449582530507,18.0,0.0,0.0
2020-09-02,2020,24,Sangha-Mbaéré,Bozoum,298.0,191.0,382.0,1241.0,2.0,0.0,,,,,0.0,0.0,,0.0,,,53.0,check 35 sup à 23,0.0,88.2845188284519,1.0,-135.0,29.4573643410853
2020-07-01,2020,27,Vakaga,Gamboula,186.0,9.0,853.0,164.0,248.0,0.0,,,,,0.0,0.0,0.0,0.0,,,1557.0,check 75 sup à 27,350.0,100.0,4.0,-77.0,
2020-08-23,2020,25,Sangha-Mbaéré,Damara,461.0,0.0,723.0,706.0,143.0,0.0,,,,,0.0,32.0,0.0,0.0,0.0,,71.0,check 35 sup à 23,6.0,93.5779816513761,0.0,-139.0,
2020-08-15,2020,36,Sangha-Mbaéré,Ouham-Pendé,375.0,30.0,392.0,215.0,18.0,7.0,,,,,234.0,0.0,0.0,2.0,0.0,0.0,877.0,check 87 sup à 71,41.0,94.1310975609756,0.0,0.0,
2020-09-10,2020,26,Vakaga,Bouca,2151.0,2.0,998.0,378.0,2.0,0.0,,,,,0.0,,7.0,0.0,0.0,,134.0,Check 60 sup à 47,60.0,40.8695652173913,40.0,0.0,0.0
2020-09-20,2020,26,Vakaga,Zémio,6.0,5.0,197.0,1.0,58.0,2.0,,,,,234.0,,30.0,,,0.0,480.0,Check 37 sup à 34,80.0,34.1974627688913,7.0,-101.0,
2020-09-17,2020,38,Vakaga,Ouham-Pendé,9526.0,1.0,362.0,335.0,24.0,4.0,,,,,0.0,0.0,0.0,2.0,12.0,0.0,172.0,Check 60 sup à 47,,69.7491039426523,0.0,-122.0,
2020-07-21,2020,37,Sangha-Mbaéré,Paoua,110.0,10.0,54.0,110.0,109.0,7.0,,,,,0.0,14.0,0.0,0.0,,,68.0,,,84.3126385809313,1.0,-5.0,74.931129476584
2020-09-09,2020,39,Vakaga,Damara,103.0,0.0,676.0,170.0,5.0,0.0,,,,,0.0,0.0,0.0,0.0,,4.0,1231.0,check 35 sup à 23,186.0,81.3775510204082,6.0,-4.0,
2020-06-30,2020,38,Vakaga,Gamboula,631.0,0.0,1265.0,707.0,19.0,0.0,,,,,0.0,2.0,74.0,,0.0,,26.0,Check 145 sup 22,,89.8963730569948,0.0,-2.0,0.0
2020-06-11,2020,38,Vakaga,Ouham-Pendé,621.0,0.0,54.0,1.0,54.0,0.0,,,,,0.0,4.0,73.0,5.0,,,119.0,Check 1 sup à 0,611.0,100.0,33.0,-121.0,100.0
2020-09-10,2020,25,Vakaga,Damara,659.0,43.0,230.0,21.0,30.0,0.0,,,,,294.0,0.0,0.0,,,,1478.0,Check 1 sup à 0,646.0,89.4206549118388,0.0,-233.0,0.0
2020-08-23,2020,27,Sangha-Mbaéré,Bouca,228.0,0.0,1238.0,132.0,416.0,0.0,,,,,0.0,0.0,71.0,0.0,,,4.0,check 13 sup à 6,90.0,72.3300970873786,0.0,-146.0,25.1256281407035
2020-09-05,2020,30,Sangha-Mbaéré,Gamboula,8167.0,7.0,1.0,314.0,61.0,5.0,,,,,0.0,0.0,5.0,0.0,,,1813.0,check 30 sup à 18,33.0,96.6759002770083,85.0,,
2020-09-02,2020,29,Vakaga,Bouca,20.0,0.0,2329.0,164.0,58.0,0.0,,,,,0.0,7.0,0.0,3.0,,,892.0,check 16 sup à 8,,85.0473612990528,12.0,-11.0,5.95238095238095
2020-08-15,2020,36,Sangha-Mbaéré,Yaloke,676.0,10.0,361.0,23.0,127.0,8.0,,,,,0.0,10.0,10.0,,0.0,,90.0,Check 29 sup à 17,44.0,93.6143831370118,2.0,0.0,0.0
2020-06-15,2020,24,Vakaga,Bozoum,110.0,0.0,231.0,237.0,0.0,0.0,,,,,0.0,,0.0,0.0,,,389.0,check 30 sup à 18,163.0,47.3958333333333,18.0,-2.0,
2020-06-15,2020,40,Vakaga,Obo,731.0,0.0,485.0,240.0,135.0,0.0,,,,,0.0,8.0,33.0,,0.0,0.0,231.0,check 77 sup à 65,60.0,93.6555891238671,0.0,0.0,100.0
2020-09-22,2020,32,Vakaga,Obo,9712.0,0.0,1978.0,473.0,4.0,0.0,,,,,0.0,16.0,2.0,,,0.0,386.0,,,100.0,0.0,0.0,
2020-07-24,2020,38,Sangha-Mbaéré,Paoua,950.0,5.0,425.0,3.0,0.0,2.0,,,,,0.0,4.0,,,,,64.0,check 13 sup à 6,,76.4705882352941,0.0,0.0,0.0
2020-08-25,2020,38,Sangha-Mbaéré,Zémio,,0.0,101.0,587.0,41.0,5.0,,,,,0.0,5.0,0.0,1.0,,,262.0,,0.0,98.8372093023256,160.0,0.0,
2020-08-25,2020,29,Vakaga,Damara,92.0,168.0,331.0,46.0,0.0,0.0,,,,,0.0,6.0,0.0,2.0,,10.0,632.0,Check 171 sup 122,40.0,100.0,0.0,-239.0,
2020-06-09,2020,36,Vakaga,Ouham-Pendé,4.0,82.0,103.0,51.0,61.0,0.0,,,,,558.0,4.0,,2.0,,,190.0,Check 37 sup à 34,,88.0,0.0,-9.0,0.0
2020-08-01,2020,32,Vakaga,Paoua,768.0,162.0,212.0,1009.0,99.0,0.0,,,,,0.0,0.0,0.0,,0.0,,262.0,Check 37 sup à 34,160.0,97.8260869565217,76.0,-13.0,71.0659898477157
2020-08-06,2020,31,Vakaga,Zémio,653.0,158.0,53.0,249.0,9.0,0.0,,,,,0.0,9.0,17.0,0.0,0.0,0.0,268.0,check 59 sup à 46,,82.6315789473684,14.0,-10.0,
2020-07-22,2020,28,Vakaga,Ouham-Pendé,221.0,61.0,1736.0,1608.0,2.0,0.0,,,,,0.0,2.0,18.0,,0.0,,2068.0,check 35 sup à 23,,37.8308586184635,5.0,0.0,
2020-08-25,2020,36,Sangha-Mbaéré,Gamboula,264.0,0.0,56.0,74.0,55.0,10.0,,,,,0.0,,0.0,,0.0,1.0,115.0,check 13 sup à 6,150.0,81.9672131147541,0.0,-101.0,32.8899637243047
2020-08-15,2020,35,Vakaga,Ouham-Pendé,521.0,0.0,26.0,323.0,31.0,2.0,,,,,81.0,53.0,9.0,,,0.0,197.0,Check 29 sup à 17,,87.4476987447699,19.0,0.0,
2020-07-01,2020,30,Vakaga,Zémio,854.0,0.0,2408.0,419.0,2.0,1.0,,,,,0.0,0.0,0.0,,,,1478.0,check 59 sup à 46,40.0,69.1318327974276,5.0,0.0,
2020-08-04,2020,40,Vakaga,Ouham-Pendé,6113.0,68.0,56.0,312.0,101.0,27.0,,,,,0.0,41.0,,4.0,,,73.0,Check 145 sup 22,,94.4862155388471,47.0,-354.0,
2020-07-11,2020,24,Sangha-Mbaéré,Bouca,286.0,153.0,246.0,359.0,0.0,0.0,,,,,0.0,5.0,15.0,,0.0,,266.0,check 87 sup à 71,,84.3478260869565,418.0,-19.0,
2020-08-15,2020,24,Sangha-Mbaéré,Bangui,2516.0,0.0,867.0,238.0,259.0,1.0,,,,,0.0,46.0,0.0,,0.0,0.0,1699.0,check 77 sup à 65,180.0,97.4789915966387,23.0,-2.0,
2020-09-04,2020,33,Sangha-Mbaéré,Damara,7819.0,0.0,2082.0,354.0,0.0,2.0,,,,,0.0,5.0,267.0,5.0,0.0,,1.0,Check 42 sup 41,60.0,98.8031914893617,28.0,0.0,
2020-08-01,2020,28,Sangha-Mbaéré,Bria,9153.0,0.0,600.0,1150.0,259.0,9.0,,,,,0.0,,,,,,637.0,check 13 sup à 6,,97.4321349963316,0.0,-13.0,
2020-08-24,2020,32,Sangha-Mbaéré,Ouham-Pendé,275.0,234.0,781.0,2100.0,42.0,0.0,,,,,0.0,0.0,0.0,,0.0,,309.0,check 87 sup à 71,,92.6735921268453,41.0,0.0,
2020-07-10,2020,28,Sangha-Mbaéré,Ouham-Pendé,5391.0,0.0,600.0,598.0,249.0,2.0,,,,,0.0,,,6.0,0.0,,380.0,,33.0,100.0,16.0,-13.0,
2020-07-05,2020,33,Sangha-Mbaéré,Ouham-Pendé,653.0,0.0,1120.0,427.0,0.0,0.0,,,,,9.0,0.0,,0.0,,,1803.0,Check 145 sup 22,40.0,100.0,2.0,0.0,
2020-09-06,2020,24,Sangha-Mbaéré,Damara,1453.0,168.0,1.0,360.0,99.0,0.0,,,,,0.0,2.0,,0.0,0.0,,200.0,Check 29 sup à 17,,85.0961538461538,0.0,-31.0,
2020-09-12,2020,29,Vakaga,Obo,41.0,6.0,718.0,1150.0,0.0,0.0,,,,,0.0,,1.0,12.0,,2.0,1599.0,Check 37 sup à 34,,92.1666666666667,0.0,-288.0,85.8895705521472
2020-09-17,2020,29,Vakaga,Obo,854.0,0.0,1347.0,586.0,26.0,0.0,,,,,0.0,95.0,15.0,,0.0,,480.0,check 75 sup à 27,0.0,88.7878787878788,35.0,-223.0,
2020-07-25,2020,39,Sangha-Mbaéré,Bria,457.0,1.0,600.0,300.0,36.0,0.0,,,,,0.0,6.0,0.0,,,,190.0,Check 50 sup à 44,272.0,93.6143831370118,15.0,14.0,0.0
2020-08-21,2020,38,Sangha-Mbaéré,Obo,639.0,27.0,632.0,1628.0,220.0,10.0,,,,,0.0,0.0,4.0,9.0,0.0,,245.0,check 77 sup à 65,20.0,92.0427553444181,175.0,0.0,31.8501170960187
2020-09-02,2020,33,Vakaga,Ouham-Pendé,75.0,0.0,194.0,300.0,17.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,252.0,check 87 sup à 71,145.0,84.6153846153846,102.0,0.0,51.5463917525773
2020-06-17,2020,28,Sangha-Mbaéré,Bouca,2695.0,145.0,1.0,301.0,127.0,0.0,,,,,0.0,0.0,212.0,0.0,,,257.0,Check 171 sup 122,20.0,76.4705882352941,34.0,-5.0,
2020-09-03,2020,25,Vakaga,Damara,1315.0,0.0,399.0,336.0,88.0,0.0,,,,,0.0,,0.0,1.0,,0.0,134.0,check 75 sup à 27,0.0,96.0346964064436,0.0,-28.0,28.5418821096174
2020-09-18,2020,28,Sangha-Mbaéré,Obo,81.0,43.0,382.0,1309.0,101.0,7.0,,,,,0.0,47.0,20.0,0.0,,,53.0,Check 42 sup 41,,0.0,73.0,-3.0,
2020-09-05,2020,32,Vakaga,Ouham-Pendé,529.0,5.0,343.0,1695.0,4.0,0.0,37.0,,,,0.0,0.0,2.0,,,,1643.0,check 30 sup à 18,17.0,86.5217391304348,18.0,0.0,
2020-06-26,2020,34,Sangha-Mbaéré,Bria,5133.0,0.0,159.0,344.0,297.0,6.0,,,,,0.0,5.0,,,0.0,,23.0,check 16 sup à 8,40.0,71.875,138.0,0.0,
2020-06-14,2020,39,Vakaga,Bouca,1464.0,61.0,367.0,21.0,367.0,1.0,,,,,0.0,,16.0,6.0,0.0,,252.0,Check 37 sup à 34,120.0,65.4761904761905,29.0,0.0,
2020-08-31,2020,28,Sangha-Mbaéré,Zémio,186.0,0.0,230.0,286.0,268.0,0.0,,,,,0.0,0.0,0.0,3.0,,,480.0,check 16 sup à 8,16.0,95.7647058823529,0.0,0.0,
2020-08-15,2020,27,Vakaga,Bria,1618.0,12.0,377.0,235.0,40.0,3.0,,,,,0.0,47.0,3.0,0.0,5.0,5.0,1232.0,Check 60 sup à 47,0.0,99.2974238875878,0.0,-489.0,
2020-07-21,2020,31,Vakaga,Bozoum,425.0,0.0,111.0,1241.0,27.0,0.0,,,,,111.0,10.0,30.0,0.0,,,2329.0,Check 60 sup à 47,,95.0757575757576,2.0,-118.0,
2020-06-27,2020,33,Vakaga,Paoua,2250.0,1.0,366.0,56.0,342.0,12.0,,,,,0.0,0.0,0.0,,0.0,0.0,206.0,Check 60 sup à 47,60.0,99.5,40.0,0.0,76.6990291262136
2020-06-17,2020,30,Vakaga,Ouham-Pendé,234.0,15.0,1231.0,170.0,8.0,4.0,,,,,0.0,,,6.0,,0.0,327.0,check 75 sup à 27,58.0,88.9338731443995,5.0,0.0,41.1764705882353
2020-07-11,2020,29,Sangha-Mbaéré,Gamboula,3118.0,0.0,365.0,323.0,26.0,1.0,,,,,0.0,0.0,0.0,0.0,,,1.0,check 77 sup à 65,,95.4545454545455,6.0,,
2020-09-29,2020,24,Vakaga,Bangui,950.0,59.0,1131.0,99.0,16.0,0.0,,,,,558.0,0.0,75.0,,,,316.0,check 75 sup à 27,346.0,76.4705882352941,0.0,-259.0,
2020-09-16,2020,39,Vakaga,Zémio,321.0,197.0,239.0,1678.0,0.0,0.0,,,,,0.0,0.0,4.0,5.0,0.0,0.0,367.0,check 27 sup 24,40.0,81.9672131147541,31.0,0.0,
2020-06-15,2020,37,Sangha-Mbaéré,Bozoum,5971.0,67.0,781.0,342.0,54.0,22.0,,,,,0.0,3.0,17.0,,0.0,,1347.0,Check 171 sup 122,,70.4954954954955,0.0,0.0,83.6257309941521
2020-09-22,2020,33,Sangha-Mbaéré,Gamboula,769.0,0.0,249.0,321.0,4.0,0.0,,,,,0.0,2.0,0.0,0.0,,0.0,828.0,check 35 sup à 23,9.0,86.0902255639098,3.0,-80.0,0.0
2020-06-11,2020,36,Sangha-Mbaéré,Zémio,6196.0,0.0,1.0,1321.0,427.0,6.0,,,,,0.0,,24.0,,0.0,,1362.0,Check 60 sup à 47,179.0,14.9565217391304,40.0,0.0,0.0
2020-07-07,2020,31,Vakaga,Bria,557.0,101.0,786.0,196.0,170.0,0.0,,,,,0.0,52.0,66.0,52.0,,,659.0,Check 1 sup à 0,60.0,100.0,0.0,-585.0,28.5418821096174
2020-07-28,2020,35,Sangha-Mbaéré,Zémio,342.0,30.0,342.0,228.0,0.0,0.0,,,,,210.0,0.0,0.0,0.0,,0.0,574.0,Check 42 sup 41,17.0,95.5223880597015,3.0,-13.0,
2020-07-25,2020,31,Vakaga,Obo,643.0,0.0,163.0,206.0,18.0,2.0,,,,,0.0,1.0,,,0.0,,245.0,check 35 sup à 23,,92.1722113502935,2.0,-8.0,0.0
2020-07-24,2020,34,Vakaga,Bria,129.0,0.0,600.0,238.0,0.0,0.0,,,,,0.0,1.0,19.0,,,,1144.0,Check 60 sup à 47,1.0,95.6709956709957,0.0,0.0,29.4573643410853
2020-08-08,2020,29,Sangha-Mbaéré,Ouham-Pendé,6561.0,0.0,347.0,1428.0,1.0,2.0,,,,,0.0,,15.0,2.0,0.0,,323.0,Check 145 sup 22,20.0,63.6645962732919,9.0,,0.0
2020-06-14,2020,38,Sangha-Mbaéré,Paoua,191.0,168.0,81.0,360.0,61.0,2.0,,,,,30.0,,0.0,4.0,,,2068.0,check 27 sup 24,0.0,100.0,142.0,0.0,
2020-09-05,2020,32,Sangha-Mbaéré,Damara,17.0,254.0,1362.0,124.0,37.0,1.0,,,,,0.0,,0.0,,,,1613.0,check 35 sup à 23,,93.6018957345972,0.0,0.0,
2020-09-05,2020,26,Sangha-Mbaéré,Obo,41.0,0.0,1354.0,88.0,21.0,0.0,,,,,0.0,2.0,1.0,0.0,,,222.0,Check 29 sup à 17,,100.0,271.0,0.0,26.9736842105263
2020-07-08,2020,34,Vakaga,Ouham-Pendé,6196.0,0.0,286.0,39.0,0.0,0.0,,,,,0.0,15.0,11.0,1.0,,0.0,262.0,check 30 sup à 18,32.0,,0.0,0.0,
2020-07-07,2020,33,Sangha-Mbaéré,Bangui,639.0,0.0,309.0,1.0,20.0,0.0,,,,,218.0,0.0,17.0,0.0,,,449.0,Check 29 sup à 17,0.0,87.1495327102804,141.0,0.0,0.0
2020-07-05,2020,33,Sangha-Mbaéré,Damara,2107.0,0.0,382.0,1980.0,185.0,1.0,,,,,0.0,143.0,2.0,,,,204.0,check 59 sup à 46,246.0,99.5,18.0,0.0,
2020-06-14,2020,38,Sangha-Mbaéré,Bangui,54.0,82.0,4.0,1115.0,25.0,0.0,,,,,0.0,17.0,3.0,0.0,,,1.0,check 75 sup à 27,,62.5388923459863,0.0,-57.0,5.95238095238095
2020-08-19,2020,27,Sangha-Mbaéré,Ouham-Pendé,1217.0,0.0,452.0,33.0,21.0,2.0,,,,,0.0,,,8.0,,,382.0,check 77 sup à 65,20.0,62.5388923459863,16.0,0.0,60.0
2020-07-24,2020,29,Vakaga,Paoua,6914.0,0.0,480.0,152.0,21.0,0.0,,,,,160.0,0.0,0.0,3.0,,,211.0,check 30 sup à 18,50.0,94.7503201024328,0.0,0.0,
2020-07-05,2020,38,Vakaga,Paoua,363.0,0.0,215.0,,72.0,0.0,,,,,0.0,4.0,,0.0,,11.0,412.0,Check 60 sup à 47,,89.0190972222222,21.0,-428.0,
2020-08-15,2020,34,Vakaga,Bouca,635.0,191.0,231.0,56.0,82.0,8.0,,,,,0.0,6.0,7.0,2.0,0.0,37.0,253.0,,0.0,93.222683264177,16.0,-2.0,
2020-08-30,2020,28,Vakaga,Damara,46.0,0.0,27.0,844.0,61.0,0.0,,,,,0.0,16.0,37.0,1.0,,,449.0,check 75 sup à 27,,90.6262791649611,0.0,-2.0,
2020-09-14,2020,31,Vakaga,Ouham-Pendé,2028.0,0.0,127.0,238.0,0.0,18.0,,,,,,3.0,,53.0,,,71.0,check 35 sup à 23,,82.9090909090909,0.0,-86.0,
2020-06-24,2020,28,Sangha-Mbaéré,Bozoum,2477.0,55.0,741.0,419.0,422.0,4.0,,,,,0.0,0.0,3.0,0.0,0.0,,1.0,check 13 sup à 6,0.0,82.8947368421053,0.0,0.0,
2020-08-03,2020,25,Vakaga,Ouham-Pendé,204.0,0.0,1456.0,313.0,18.0,0.0,,,,,0.0,,2.0,0.0,0.0,,245.0,Check 37 sup à 34,,64.7887323943662,47.0,-11.0,
2020-09-06,2020,30,Vakaga,Zémio,191.0,30.0,892.0,231.0,108.0,0.0,,,,,0.0,0.0,53.0,3.0,0.0,,867.0,Check 29 sup à 25,11.0,98.8372093023256,7.0,-103.0,
2020-07-10,2020,25,Sangha-Mbaéré,Damara,9416.0,0.0,259.0,431.0,18.0,0.0,,,,,0.0,2.0,,0.0,,,26.0,Check 29 sup à 17,31.0,93.8775510204082,0.0,-2.0,
2020-09-15,2020,38,Sangha-Mbaéré,Paoua,653.0,107.0,173.0,620.0,39.0,8.0,,,,,0.0,0.0,4.0,0.0,,,452.0,check 30 sup à 18,40.0,57.8804347826087,44.0,0.0,0.0
2020-07-22,2020,26,Vakaga,Gamboula,3618.0,0.0,1.0,1800.0,0.0,0.0,,,,,1.0,,,0.0,,,309.0,check 87 sup à 71,,100.0,2.0,0.0,
2020-08-15,2020,40,Sangha-Mbaéré,Bozoum,604.0,0.0,172.0,321.0,81.0,8.0,,,,,0.0,,5.0,0.0,,,215.0,check 75 sup à 27,40.0,100.0,10.0,-18.0,31.8501170960187
2020-07-25,2020,38,Vakaga,Damara,243.0,0.0,632.0,341.0,119.0,0.0,,,,,0.0,157.0,71.0,0.0,0.0,15.0,1599.0,Check 60 sup à 47,13.0,83.6842105263158,0.0,,0.0
2020-08-31,2020,28,Sangha-Mbaéré,Bria,521.0,0.0,382.0,844.0,352.0,6.0,,,,,0.0,23.0,0.0,0.0,,0.0,245.0,check 30 sup à 18,326.0,95.5223880597015,0.0,-155.0,6.06060606060606
2020-06-04,2020,32,Sangha-Mbaéré,Paoua,5205.0,0.0,1.0,371.0,2.0,5.0,,,,,0.0,0.0,1.0,,,,416.0,check 59 sup à 46,0.0,93.0012881064835,0.0,0.0,
2020-08-30,2020,23,Vakaga,Zémio,2110.0,21.0,998.0,99.0,94.0,23.0,,,,,0.0,4.0,0.0,0.0,0.0,0.0,1808.0,check 87 sup à 71,1.0,94.7503201024328,0.0,0.0,
2020-08-26,2020,25,Vakaga,Bria,129.0,65.0,346.0,1580.0,11.0,0.0,,,,,0.0,120.0,0.0,,,,2182.0,check 35 sup à 23,58.0,85.6219709208401,1.0,-24.0,
2020-09-19,2020,30,Sangha-Mbaéré,Bangui,671.0,134.0,101.0,103.0,155.0,8.0,,,,,0.0,0.0,1.0,0.0,,0.0,1682.0,Check 145 sup 22,15.0,95.6470588235294,14.0,0.0,
2020-08-04,2020,23,Vakaga,Yaloke,217.0,0.0,259.0,201.0,71.0,5.0,,,,,0.0,0.0,,0.0,,0.0,389.0,check 77 sup à 65,0.0,100.0,40.0,-65.0,0.0
2020-08-10,2020,32,Vakaga,Gamboula,3247.0,0.0,1354.0,1226.0,0.0,2.0,,,,,363.0,,165.0,4.0,,5.0,1292.0,check 16 sup à 8,,64.7887323943662,47.0,-2.0,51.5463917525773
2020-08-23,2020,30,Sangha-Mbaéré,Bangui,121.0,0.0,226.0,1220.0,59.0,2.0,,,,,0.0,39.0,,3.0,,,57.0,,272.0,56.4555719194894,0.0,-298.0,4.16666666666667
2020-06-27,2020,38,Vakaga,Bangui,535.0,0.0,1759.0,359.0,26.0,1.0,,,,,0.0,0.0,0.0,,,0.0,215.0,check 13 sup à 6,0.0,93.3333333333333,1.0,-6.0,
2020-09-18,2020,32,Sangha-Mbaéré,Paoua,755.0,0.0,115.0,371.0,101.0,5.0,,,,,0.0,4.0,0.0,0.0,,,53.0,check 77 sup à 65,,64.7887323943662,18.0,-144.0,
2020-07-08,2020,31,Vakaga,Zémio,236.0,0.0,173.0,316.0,0.0,0.0,,,,,0.0,1.0,,0.0,,,206.0,check 27 sup 24,,100.0,0.0,0.0,11.5273775216138
2020-06-28,2020,38,Vakaga,Bouca,950.0,0.0,367.0,57.0,0.0,22.0,,,,,0.0,0.0,,0.0,,,811.0,,,100.0,,0.0,0.0
2020-08-15,2020,38,Vakaga,Ouham-Pendé,424.0,0.0,121.0,483.0,152.0,10.0,,,,,0.0,0.0,5.0,0.0,,,653.0,check 75 sup à 27,119.0,100.0,105.0,-242.0,
2020-08-17,2020,35,Vakaga,Bangui,769.0,5.0,1396.0,237.0,96.0,10.0,,,,,0.0,0.0,,0.0,,0.0,26.0,,60.0,86.6458414681765,0.0,-6.0,
2020-08-13,2020,24,Vakaga,Bria,149.0,0.0,623.0,13.0,6.0,0.0,,,,,,0.0,0.0,95.0,,0.0,266.0,check 30 sup à 18,1.0,82.0,5.0,-428.0,61.5384615384615
2020-09-01,2020,38,Vakaga,Obo,3202.0,67.0,,145.0,76.0,2.0,,,,,,0.0,0.0,0.0,,,23.0,Check 145 sup 22,41.0,92.5566343042071,24.0,-20.0,61.5384615384615
2020-09-03,2020,27,Vakaga,Gamboula,851.0,0.0,2037.0,2166.0,148.0,0.0,,,,,0.0,4.0,1.0,6.0,,,0.0,Check 37 sup à 34,,8.09968847352025,22.0,-17.0,
2020-07-19,2020,38,Sangha-Mbaéré,Paoua,375.0,9.0,485.0,1883.0,111.0,0.0,,,,,0.0,8.0,28.0,,,,361.0,check 30 sup à 18,,100.0,12.0,-103.0,0.0
2020-07-25,2020,31,Vakaga,Zémio,41.0,0.0,452.0,851.0,26.0,0.0,,,,,0.0,4.0,,6.0,,0.0,2068.0,Check 37 sup à 34,0.0,93.222683264177,0.0,-1100.0,
2020-08-29,2020,23,Sangha-Mbaéré,Zémio,1315.0,125.0,2662.0,1833.0,37.0,8.0,,,,,0.0,4.0,,2.0,0.0,,259.0,check 35 sup à 23,40.0,82.4561403508772,0.0,,
2020-09-28,2020,37,Vakaga,Bozoum,254.0,0.0,172.0,53.0,170.0,4.0,,,,,0.0,0.0,38.0,2.0,0.0,,308.0,check 75 sup à 27,306.0,67.8123736352608,418.0,0.0,
2020-07-14,2020,28,Vakaga,Damara,535.0,0.0,115.0,431.0,268.0,11.0,,,,,0.0,12.0,1.0,0.0,,,205.0,check 87 sup à 71,100.0,81.6438356164384,37.0,-61.0,0.0
2020-09-04,2020,38,Sangha-Mbaéré,Zémio,6313.0,169.0,1.0,225.0,16.0,0.0,,,,,0.0,5.0,24.0,0.0,,,231.0,Check 145 sup 22,40.0,83.710174717369,29.0,-79.0,0.0
2020-08-06,2020,34,Vakaga,Bangui,6111.0,88.0,152.0,170.0,373.0,0.0,,,,,0.0,0.0,,0.0,,2.0,52.0,Check 171 sup 122,100.0,94.5558739255014,6.0,-217.0,
2020-08-19,2020,36,Sangha-Mbaéré,Obo,714.0,295.0,64.0,1.0,27.0,0.0,,,,,0.0,19.0,0.0,1.0,0.0,0.0,54.0,,0.0,91.0217881292261,0.0,-762.0,33.5388409371147
2020-08-24,2020,26,Sangha-Mbaéré,Ouham-Pendé,2516.0,191.0,300.0,211.0,11.0,2.0,,,,,0.0,53.0,0.0,0.0,,,2121.0,check 35 sup à 23,6.0,100.0,1.0,-298.0,21.0053859964093
2020-08-26,2020,26,Vakaga,Obo,631.0,0.0,259.0,1249.0,364.0,11.0,,,,,0.0,65.0,2.0,0.0,,5.0,347.0,check 87 sup à 71,23.0,85.1005484460695,0.0,0.0,61.5384615384615
2020-09-05,2020,26,Vakaga,Zémio,1812.0,0.0,1120.0,1361.0,0.0,0.0,,,,,0.0,4.0,4.0,0.0,0.0,0.0,171.0,Check 171 sup 122,32.0,54.1666666666667,6.0,,0.0
2020-08-02,2020,25,Sangha-Mbaéré,Ouham-Pendé,171.0,0.0,367.0,13.0,170.0,0.0,,,,,0.0,0.0,30.0,10.0,,,723.0,check 35 sup à 23,60.0,70.3554119547658,,0.0,
